X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
3051.78,205.4,149.3804137,69.0832804,22.364,22.464,0.007,1.37,146.8,-0.004,0.065,0.0,0,21.949,21.942,0.01,1.15,114.1,0.003,0.077,0.0,0
3279.7,339.6,149.3717167,69.0813171,23.084,23.539,0.011,1.14,101.7,-0.009,0.045,0.0,0,21.58,21.57,0.008,1.28,137.5,0.003,0.047,0.0,0
3000.08,326.45,149.3771449,69.0846878,23.02,23.367,0.01,1.22,105.1,-0.002,0.029,0.0,0,21.923,21.914,0.009,1.19,115.0,-0.004,0.061,0.0,0
3080.39,337.43,149.3753364,69.0837655,23.159,23.546,0.011,1.19,98.0,-0.013,0.058,0.0,0,21.924,21.914,0.009,1.19,115.2,0.007,0.072,0.0,0
1998.08,2532.24,149.3185709,69.1110629,23.454,23.82,0.013,1.11,81.9,0.005,-0.015,0.0,0,22.291,22.282,0.012,1.11,92.1,0.01,0.046,0.0,0
384.47,3359.85,149.3185693,69.1362513,23.292,23.519,0.012,1.05,89.8,0.004,0.062,0.0,0,22.557,22.549,0.014,1.04,80.2,0.029,0.014,0.001,0
1750.55,3223.0,149.2990215,69.1184994,23.414,23.726,0.013,1.2,84.3,0.01,0.07,0.003,0,22.428,22.419,0.013,1.07,86.5,0.009,0.01,0.001,0
2541.53,1431.5,149.3470461,69.097367,23.607,24.015,0.014,1.13,75.5,0.032,0.028,0.0,0,22.292,22.283,0.012,1.13,93.7,0.029,0.017,0.0,0
3738.0,3785.11,149.2442597,69.0974844,23.359,23.59,0.012,1.05,87.3,0.003,0.055,0.003,0,22.612,22.604,0.014,1.08,78.5,0.029,0.059,0.004,0
1497.37,3058.36,149.3092316,69.1205857,23.856,24.335,0.017,0.87,65.6,0.004,0.051,0.024,0,22.25,22.24,0.012,0.92,94.3,0.025,-0.013,0.022,0
3813.02,1745.04,149.3135991,69.0836423,23.57,23.931,0.014,1.31,76.7,0.037,0.089,0.0,0,22.426,22.417,0.012,1.17,87.0,0.019,-0.001,0.0,0
3074.85,463.85,149.3710604,69.0846366,23.745,24.168,0.015,1.01,70.9,0.006,0.006,0.008,0,22.369,22.359,0.012,1.05,90.9,0.0,0.025,0.0,0
2722.21,4048.46,149.253141,69.1117114,23.213,23.242,0.011,1.23,94.8,0.019,0.02,0.0,0,23.055,23.049,0.018,1.01,61.9,0.017,0.042,0.0,0
768.21,2501.85,149.3415033,69.1260687,23.733,24.13,0.016,1.18,69.8,0.019,0.079,0.029,0,22.457,22.447,0.013,1.14,83.9,0.003,0.03,0.039,0
1008.71,2924.78,149.3225553,69.1257785,25.139,25.804,0.036,1.03,30.4,-0.003,0.176,0.002,0,22.203,22.19,0.011,1.07,96.7,0.019,-0.014,0.0,0
2859.25,1036.22,149.3550834,69.0909333,23.755,24.126,0.015,0.98,70.3,0.02,0.057,0.001,0,22.573,22.564,0.013,1.01,81.2,0.012,-0.013,0.002,0
2020.07,58.49,149.4038628,69.0950901,23.726,24.037,0.015,1.28,72.3,-0.015,0.143,0.009,0,22.744,22.735,0.015,1.07,74.3,-0.007,0.074,0.026,0
171.21,2850.58,149.3400368,69.1356576,23.803,24.144,0.016,1.23,67.7,0.011,0.104,0.003,0,22.725,22.716,0.015,1.19,72.9,0.007,0.047,0.002,0
