X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
1710.14,3767.99,149.1916619,68.9298178,21.41,21.825,0.003,2.68,333.4,0.031,0.043,0.001,0,20.068,20.059,0.003,1.41,424.2,0.027,0.03,0.001,0
1511.57,4097.84,149.1770595,68.9308365,21.5,21.926,0.004,2.2,265.2,0.034,0.076,0.0,2,20.115,20.105,0.003,1.54,400.9,0.031,0.036,0.0,2
2344.58,3599.19,149.2061897,68.9223439,21.536,21.728,0.004,1.72,308.2,0.037,0.032,0.0,2,20.894,20.886,0.005,1.34,232.0,0.026,0.038,0.001,2
432.5,3996.16,149.1664336,68.9453981,21.648,21.658,0.004,1.42,286.4,0.026,0.045,0.001,2,21.576,21.57,0.005,1.34,204.1,0.019,0.031,0.003,0
585.25,21.75,149.3128874,68.9622978,22.204,22.464,0.006,1.5,171.7,0.003,0.034,0.071,0,21.374,21.365,0.006,1.62,171.0,0.028,0.034,0.07,0
1414.01,4006.57,149.1790781,68.9325443,21.996,22.013,0.005,1.55,215.6,0.036,0.022,0.0,2,21.887,21.881,0.007,1.19,159.0,0.033,0.035,0.001,2
1715.87,4218.89,149.175376,68.9275942,22.565,22.954,0.012,1.14,90.6,0.012,0.007,0.001,0,21.318,21.309,0.01,2.81,108.0,0.0,0.047,0.017,0
237.03,3241.87,149.1912344,68.9515436,22.182,22.205,0.005,1.64,230.6,0.02,0.047,0.003,0,22.048,22.041,0.008,1.42,143.8,0.025,0.045,0.006,0
2909.67,4296.43,149.1883822,68.9116502,22.725,23.056,0.013,1.33,84.0,0.017,0.081,0.003,0,21.681,21.672,0.012,1.12,91.4,0.017,0.043,0.005,0
1411.44,3680.56,149.1908765,68.9341314,22.347,22.419,0.008,1.32,134.1,0.04,0.007,0.0,2,21.996,21.989,0.006,1.14,167.5,0.032,0.028,0.001,0
