X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
2142.61,2518.79,204.1308154,-29.2362973,21.385,21.438,0.003,1.32,314.0,-0.007,0.01,0.001,0,21.132,21.125,0.006,1.43,196.1,0.002,-0.002,0.001,0
1931.27,2269.21,204.1271226,-29.2394981,22.373,22.751,0.006,1.71,187.8,-0.02,0.013,0.069,0,21.169,21.159,0.006,1.09,190.7,0.008,0.025,0.019,0
2655.41,2717.47,204.1333197,-29.228979,22.465,22.829,0.006,1.36,184.7,0.029,0.072,0.001,0,21.306,21.297,0.006,0.9,180.7,0.014,0.033,0.001,0
1470.02,267.18,204.0959386,-29.2480856,22.403,22.606,0.006,1.38,191.6,0.007,-0.015,0.0,0,21.731,21.723,0.007,1.26,147.5,-0.011,0.047,0.0,0
2270.47,2385.14,204.1285336,-29.2346744,22.632,23.026,0.007,1.48,157.9,-0.022,0.031,0.008,0,21.368,21.359,0.008,1.06,133.6,0.026,0.024,0.019,2
2658.01,3226.2,204.1413869,-29.228382,22.631,22.946,0.006,1.03,167.3,0.024,0.002,0.0,0,21.635,21.626,0.007,1.08,151.8,0.027,0.021,0.0,0
2095.8,2002.02,204.1226758,-29.2375146,22.566,22.806,0.006,1.19,174.6,0.013,0.002,0.001,0,21.793,21.785,0.008,1.24,140.5,0.016,0.032,0.002,0
1529.69,1788.0,204.1199944,-29.2455876,22.948,23.408,0.008,1.42,144.2,-0.023,0.065,0.0,0,21.423,21.413,0.006,1.37,170.7,-0.001,0.078,0.0,0
1192.44,2282.41,204.1282649,-29.2497121,23.372,23.884,0.012,1.03,91.3,-0.019,0.047,0.001,2,21.609,21.598,0.008,1.13,136.1,0.019,0.038,0.001,0
2387.96,2494.94,204.1301272,-29.2329269,22.983,23.324,0.008,1.17,139.2,0.013,0.024,0.008,0,21.902,21.893,0.008,1.1,130.9,0.006,0.014,0.01,0
2890.98,2984.91,204.1372646,-29.2254229,23.029,23.397,0.008,1.28,138.8,0.027,0.023,0.001,0,21.857,21.848,0.008,1.09,136.6,0.019,0.021,0.001,0
74.45,1056.07,204.110215,-29.2665396,23.293,23.744,0.009,1.15,120.3,0.026,0.003,0.0,0,21.807,21.797,0.008,1.39,140.6,0.035,0.048,0.0,0
2441.61,2545.13,204.1308557,-29.2321288,23.06,23.381,0.008,1.47,134.2,-0.006,0.029,0.019,0,22.043,22.034,0.009,1.0,122.2,-0.01,0.007,0.015,0
935.98,2358.77,204.1298004,-29.2531784,23.2,23.591,0.009,1.19,120.6,0.008,0.042,0.0,2,21.946,21.936,0.009,1.19,120.1,0.041,0.005,0.0,2
2935.66,697.52,204.1009217,-29.227322,24.142,24.746,0.018,1.11,60.0,0.016,-0.016,0.0,2,21.814,21.802,0.009,1.17,127.0,0.001,0.041,0.0,0
3178.03,3193.73,204.1402144,-29.2212186,23.67,24.169,0.011,0.96,99.2,0.017,0.022,0.001,0,21.964,21.954,0.008,1.04,129.9,0.004,0.0,0.007,0
2796.56,2798.13,204.134421,-29.226936,23.344,23.693,0.009,1.29,117.2,0.022,0.007,0.0,0,22.239,22.231,0.01,1.18,111.4,0.032,0.026,0.0,0
2426.52,2730.59,204.133817,-29.2321333,23.127,23.286,0.009,1.24,127.4,-0.002,0.027,0.009,0,22.57,22.562,0.012,1.2,90.4,0.01,0.013,0.013,0
3918.42,1197.98,204.107623,-29.2131663,23.437,23.806,0.01,1.1,110.5,0.031,0.015,0.0,0,22.267,22.258,0.01,1.09,108.1,0.023,0.054,0.0,0
2552.89,2929.21,204.1368083,-29.2301648,23.114,23.129,0.008,1.28,132.8,0.015,0.057,0.001,0,23.018,23.012,0.015,1.31,72.8,-0.003,0.08,0.002,0
2392.58,2633.53,204.13232,-29.2327102,23.296,23.525,0.009,1.17,118.9,0.001,0.029,0.011,0,22.556,22.548,0.012,1.04,92.9,0.009,0.051,0.016,0
1998.65,2377.39,204.1287538,-29.2384461,23.55,23.953,0.011,1.13,102.9,-0.022,0.037,0.017,0,22.253,22.244,0.01,1.08,108.2,0.006,-0.018,0.021,0
3323.47,4016.69,204.1530846,-29.2182966,24.054,24.606,0.015,1.1,73.5,0.016,0.05,0.0,0,22.077,22.066,0.009,1.46,118.1,-0.027,0.043,0.0,0
561.08,2262.04,204.128739,-29.2584752,24.046,24.604,0.014,1.39,78.5,0.028,0.086,0.007,0,22.028,22.017,0.009,1.14,124.2,0.023,0.045,0.01,0
1941.89,2181.51,204.1257177,-29.2394477,23.199,23.265,0.009,1.22,125.0,-0.015,0.012,0.016,0,22.899,22.892,0.014,1.09,75.7,0.019,0.014,0.034,0
517.47,851.48,204.1064099,-29.2606312,24.098,24.665,0.014,1.2,75.0,0.016,0.043,0.0,0,22.025,22.014,0.009,1.11,120.3,0.008,0.018,0.0,0
3112.99,3823.75,204.1502905,-29.2214236,23.541,23.909,0.01,1.08,106.7,0.025,0.016,0.0,0,22.367,22.358,0.01,1.18,105.5,0.022,0.006,0.0,0
2044.78,2908.89,204.137128,-29.2372216,23.998,24.529,0.014,1.27,75.9,-0.011,0.034,0.009,2,22.13,22.12,0.009,1.11,118.5,0.011,0.005,0.001,0
2125.91,2208.74,204.1259175,-29.2368701,23.291,23.378,0.009,1.26,118.2,0.001,0.015,0.001,0,22.907,22.9,0.014,1.0,75.7,0.02,0.063,0.002,0
1361.67,1479.18,204.1153063,-29.2482536,23.494,23.798,0.01,1.25,107.9,0.02,0.036,0.001,0,22.535,22.527,0.011,0.99,95.1,0.036,0.032,0.002,0
1875.61,1400.62,204.1134118,-29.2412248,24.168,24.728,0.015,1.11,74.3,0.022,0.011,0.003,0,22.139,22.128,0.009,1.07,118.1,0.029,0.014,0.001,0
2240.74,975.83,204.1062121,-29.2366369,23.782,24.212,0.012,1.24,92.4,0.021,0.041,0.0,0,22.377,22.368,0.01,1.08,103.4,-0.007,0.007,0.0,0
2575.02,2664.48,204.1325806,-29.2301503,23.265,23.245,0.009,1.2,121.0,0.004,0.028,0.031,0,23.362,23.356,0.019,1.12,58.6,0.005,0.028,0.048,0
1779.35,2060.23,204.1239987,-29.2418315,23.286,23.317,0.013,1.24,84.2,0.019,0.031,0.01,0,23.12,23.114,0.016,1.06,67.0,0.04,0.067,0.023,0
1988.01,2009.97,204.1229379,-29.2389981,23.632,23.958,0.011,1.17,99.4,-0.003,0.073,0.009,0,22.599,22.59,0.012,1.06,91.0,0.019,0.018,0.008,0
1650.83,3403.66,204.145476,-29.2421296,23.74,24.119,0.011,0.91,94.8,0.003,0.026,0.031,0,22.533,22.524,0.012,1.08,93.0,0.029,0.007,0.066,0
2763.5,2848.74,204.1352656,-29.2273379,23.706,24.03,0.011,1.03,96.4,0.023,0.034,0.006,0,22.683,22.674,0.012,1.13,87.7,0.024,0.0,0.011,0
2286.12,2840.79,204.1357426,-29.2339555,23.422,23.437,0.01,0.97,112.6,0.001,0.032,0.0,0,23.324,23.318,0.018,0.95,60.7,0.007,-0.015,0.001,0
1689.35,4090.32,204.1563216,-29.2408379,23.85,24.246,0.012,1.04,90.1,0.026,0.016,0.0,0,22.581,22.571,0.012,1.22,93.6,0.033,0.032,0.0,0
2362.66,352.91,204.0961756,-29.2356333,23.639,23.887,0.011,1.14,100.8,0.008,0.003,0.008,0,22.846,22.838,0.013,0.97,81.1,0.006,0.072,0.015,0
3179.25,2076.15,204.1224847,-29.2224334,25.002,25.638,0.031,1.13,35.4,-0.034,0.045,0.014,2,22.408,22.396,0.011,1.13,102.2,0.01,0.008,0.0,0
1785.92,1994.26,204.1229437,-29.2418132,24.426,24.995,0.018,1.39,61.9,-0.03,0.105,0.047,0,22.341,22.329,0.01,1.19,103.9,0.017,-0.033,0.037,0
2326.94,2498.46,204.1302601,-29.2337678,23.472,23.489,0.01,1.08,107.1,0.001,0.019,0.018,0,23.364,23.358,0.019,1.07,57.3,0.029,0.029,0.038,0
2652.41,2877.68,204.135865,-29.2288439,23.779,24.108,0.012,1.15,92.6,0.01,0.053,0.003,0,22.738,22.729,0.014,1.12,79.4,0.015,0.028,0.003,0
2741.46,2774.7,204.1341189,-29.2277246,23.525,23.583,0.01,1.03,104.4,0.012,0.026,0.0,0,23.253,23.247,0.017,1.14,63.0,0.013,0.08,0.0,0
2703.36,2935.26,204.1367141,-29.2280751,23.941,24.314,0.015,1.1,70.2,0.011,-0.019,0.001,2,22.753,22.744,0.013,1.07,84.6,0.008,0.033,0.0,0
2596.39,2887.74,204.1360954,-29.2296084,23.675,23.74,0.011,1.08,94.9,0.002,0.046,0.009,0,23.339,23.333,0.019,1.27,58.0,0.026,0.017,0.028,0
2498.88,2769.74,204.1343466,-29.2310884,23.675,23.686,0.011,1.0,94.5,0.015,0.032,0.008,0,23.597,23.591,0.024,1.14,44.5,0.029,0.014,0.025,2
2622.95,2766.91,204.134145,-29.2293739,23.847,24.1,0.012,1.11,88.4,0.013,0.016,0.018,0,23.039,23.031,0.015,1.14,71.2,0.022,0.03,0.029,0
1952.56,2163.68,204.1254214,-29.2393196,23.599,23.564,0.011,1.12,99.0,-0.012,0.08,0.031,0,23.806,23.801,0.025,1.04,43.9,-0.019,0.11,0.054,0
2229.66,1347.71,204.1121261,-29.2363814,24.748,25.34,0.02,1.07,53.1,-0.026,0.035,0.003,0,22.514,22.502,0.011,1.16,96.9,0.02,0.044,0.0,0
1924.76,2053.54,204.123709,-29.2398258,23.631,23.602,0.011,1.17,98.6,0.0,0.058,0.032,0,23.789,23.783,0.024,1.22,44.7,0.049,0.146,0.035,0
2251.21,2509.73,204.1305345,-29.2348038,24.263,24.713,0.016,1.17,67.2,0.017,-0.01,0.013,0,22.777,22.767,0.014,1.05,80.3,0.015,0.026,0.015,0
2108.6,2260.77,204.1267648,-29.2370524,23.724,23.741,0.012,1.28,93.7,-0.022,0.078,0.008,0,23.622,23.616,0.022,0.92,49.5,-0.009,0.187,0.017,0
2450.87,2273.38,204.1265328,-29.2323001,24.133,24.521,0.018,1.23,59.1,0.059,0.074,0.037,2,22.892,22.883,0.017,0.99,64.4,0.024,-0.014,0.038,2
2485.12,2662.7,204.1326659,-29.2313969,23.698,23.696,0.012,1.16,89.4,0.002,0.011,0.028,2,23.683,23.677,0.023,1.16,48.1,-0.001,0.064,0.056,0
3346.39,3020.09,204.1372472,-29.2190793,24.302,24.763,0.016,1.12,69.6,0.003,0.085,0.002,0,22.773,22.763,0.013,0.89,84.3,0.009,-0.023,0.003,0
756.14,2891.98,204.1384886,-29.2550803,24.052,24.379,0.014,1.04,77.3,0.026,0.011,0.0,0,23.017,23.008,0.015,1.2,70.5,0.039,0.022,0.001,0
2179.2,2350.33,204.1280966,-29.2359763,23.77,23.792,0.012,1.21,90.2,-0.011,0.09,0.014,0,23.644,23.638,0.023,1.12,48.2,-0.009,0.048,0.037,0
3851.53,805.7,204.1014849,-29.2145235,24.347,24.808,0.016,1.03,67.6,0.005,-0.004,0.0,0,22.817,22.807,0.013,1.08,81.6,0.028,0.029,0.0,0
2754.97,2817.37,204.1347787,-29.2274905,23.783,23.795,0.012,1.15,92.2,0.027,0.099,0.001,0,23.701,23.695,0.022,1.03,48.7,0.005,0.149,0.002,0
2787.34,2854.25,204.1353229,-29.2270018,23.847,23.926,0.012,1.16,88.9,0.026,0.049,0.003,0,23.48,23.474,0.02,0.93,55.5,-0.013,0.001,0.004,0
2383.9,2531.88,204.1307184,-29.2329424,23.8,23.809,0.012,1.1,88.7,0.001,0.061,0.017,0,23.736,23.73,0.024,1.05,45.9,0.007,0.031,0.039,0
2111.2,2415.23,204.1292121,-29.2368462,23.79,23.769,0.012,1.18,89.3,-0.011,0.102,0.04,0,23.898,23.892,0.027,0.89,40.9,0.004,0.115,0.087,0
2073.55,2298.34,204.1274051,-29.2374963,24.388,24.843,0.017,0.95,63.1,0.01,0.062,0.007,0,22.886,22.876,0.014,0.99,76.3,0.016,0.055,0.005,0
2404.4,2489.02,204.1300125,-29.2327058,24.18,24.533,0.015,1.35,71.7,-0.005,0.01,0.015,0,23.058,23.049,0.016,1.03,69.0,0.005,0.075,0.024,0
237.59,332.95,204.0985335,-29.2650757,24.854,25.424,0.022,1.18,49.6,0.051,0.048,0.0,0,22.764,22.753,0.013,1.21,84.8,-0.011,0.065,0.0,0
2114.71,2534.97,204.1311073,-29.2366657,24.24,24.607,0.016,0.99,69.7,-0.01,0.114,0.024,0,23.073,23.064,0.016,0.97,68.4,0.013,-0.012,0.032,0
4053.26,295.01,204.0931305,-29.2122914,24.452,24.9,0.017,1.05,63.4,-0.002,0.08,0.001,0,22.978,22.968,0.014,0.97,75.5,0.019,0.029,0.002,0
1812.68,634.87,204.1013415,-29.2429379,24.701,25.223,0.021,1.13,51.3,0.017,0.093,0.0,0,22.884,22.873,0.014,1.19,77.4,0.008,0.047,0.001,0
2123.85,2341.07,204.1280195,-29.2367528,24.437,24.88,0.018,1.4,60.5,-0.018,0.1,0.031,0,22.985,22.976,0.015,1.07,71.7,-0.025,0.032,0.066,0
2468.75,2786.36,204.1346484,-29.2314872,24.234,24.57,0.015,1.06,71.3,0.005,0.065,0.014,0,23.171,23.163,0.016,1.14,66.3,-0.006,0.014,0.014,0
884.42,3346.38,204.1455367,-29.252803,25.448,26.092,0.032,1.11,34.1,0.053,0.104,0.0,0,22.773,22.76,0.013,1.0,83.7,0.011,0.007,0.0,0
317.23,3982.85,204.1563543,-29.2599522,24.57,25.053,0.018,1.09,58.8,0.015,0.032,0.0,0,22.943,22.932,0.015,1.57,74.2,0.011,0.039,0.005,0
2581.46,2660.4,204.1325077,-29.2300657,24.197,24.501,0.015,1.17,71.8,0.035,0.039,0.015,0,23.236,23.228,0.017,1.08,63.3,0.032,-0.005,0.01,0
2333.27,2411.75,204.1288765,-29.2337757,23.945,23.966,0.014,1.3,78.8,-0.024,0.042,0.049,0,23.822,23.816,0.026,1.31,42.2,0.015,0.102,0.091,0
1836.79,2075.25,204.1241645,-29.2410197,24.429,24.864,0.017,1.04,62.5,0.014,0.091,0.004,0,23.01,23.0,0.015,1.14,71.8,0.045,0.066,0.002,0
2680.25,642.69,204.1003733,-29.2309182,24.197,24.49,0.015,0.98,74.1,-0.011,0.098,0.0,0,23.27,23.261,0.017,1.04,64.1,-0.013,-0.02,0.0,0
2021.43,2218.52,204.1262045,-29.2383057,24.277,24.629,0.016,1.12,67.9,-0.011,0.07,0.013,0,23.164,23.155,0.017,1.26,64.4,0.051,0.093,0.013,0
2290.21,2409.29,204.1288918,-29.2343745,24.233,24.551,0.016,1.22,67.7,-0.003,0.074,0.043,0,23.228,23.22,0.018,1.13,61.2,0.006,0.016,0.055,0
2233.43,2525.94,204.1308141,-29.2350321,24.396,24.801,0.017,1.25,62.4,-0.033,0.144,0.029,0,23.091,23.081,0.016,1.2,67.2,0.01,0.132,0.023,0
2026.78,2209.2,204.1260499,-29.2382419,24.239,24.552,0.016,1.18,69.3,0.014,-0.008,0.006,0,23.251,23.242,0.018,1.06,61.8,0.04,0.032,0.007,0
2185.5,2372.04,204.128433,-29.2358652,24.201,24.473,0.016,1.22,69.5,0.001,-0.002,0.025,0,23.338,23.33,0.019,0.89,57.8,0.007,0.033,0.024,0
1079.99,3665.37,204.1503507,-29.2497433,25.001,25.575,0.024,1.03,46.1,0.016,0.112,0.001,0,22.883,22.872,0.014,1.05,79.2,0.016,0.047,0.0,0
2501.51,2399.99,204.1284775,-29.2314595,24.339,24.699,0.016,1.11,67.3,-0.026,0.02,0.004,0,23.198,23.189,0.017,1.06,65.1,-0.012,0.044,0.002,0
