X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
3194.68,895.17,149.2314048,69.3680512,21.655,21.656,0.005,1.09,216.2,0.014,0.021,0.0,0,21.634,21.628,0.008,1.12,139.2,0.026,0.018,0.0,0
3202.67,1441.83,149.2112162,69.3653963,21.946,21.922,0.006,1.19,186.4,0.017,0.01,0.003,0,22.074,22.068,0.01,1.04,110.3,0.018,0.026,0.004,0
2043.46,1817.27,149.1819082,69.3788054,22.582,22.954,0.011,1.34,100.8,0.039,0.06,0.0,2,21.395,21.386,0.008,1.29,132.4,0.051,0.029,0.0,2
3025.2,1016.01,149.2246747,69.3697049,22.796,23.158,0.009,1.01,120.8,0.004,0.02,0.0,0,21.644,21.635,0.008,1.0,137.2,0.021,0.034,0.001,0
877.98,364.15,149.2204447,69.4008362,23.696,24.246,0.014,1.14,76.3,-0.007,0.012,0.01,0,21.73,21.719,0.008,0.98,132.2,0.002,0.019,0.015,0
1921.35,1379.14,149.1965608,69.3824496,23.66,24.184,0.014,1.08,76.5,0.03,0.015,0.0,0,21.83,21.819,0.009,1.03,125.0,0.025,0.045,0.0,0
3612.65,1073.46,149.2303169,69.3617516,23.232,23.584,0.011,1.23,97.0,0.015,0.045,0.0,0,22.116,22.107,0.01,1.12,108.0,0.028,0.05,0.0,0
3241.1,3322.96,149.1419276,69.3560995,23.472,23.89,0.013,0.93,82.8,0.004,0.048,0.001,0,22.115,22.105,0.012,1.11,91.3,0.002,0.033,0.001,2
356.88,804.78,149.1971453,69.4055959,24.433,25.036,0.022,1.08,49.4,0.005,0.067,0.024,0,22.113,22.101,0.01,0.89,104.1,0.0,0.011,0.106,0
491.0,1597.71,149.1694472,69.4001359,24.176,24.735,0.019,1.26,56.5,0.046,0.047,0.0,0,22.153,22.142,0.01,1.26,104.4,0.065,0.037,0.0,0
524.49,1814.66,149.1618286,69.3986832,23.77,24.129,0.015,1.57,70.8,0.049,0.107,0.0,0,22.63,22.621,0.014,1.32,80.2,0.044,0.095,0.0,0
3639.25,1135.73,149.2283576,69.3611132,23.713,23.93,0.014,1.2,75.0,-0.014,0.07,0.0,0,23.005,22.998,0.023,1.25,46.4,0.03,0.097,0.0,0
3124.96,989.49,149.22698,69.3685235,23.559,23.621,0.013,1.04,81.7,0.014,-0.001,0.001,0,23.273,23.266,0.019,1.01,57.2,0.005,0.065,0.001,0
495.8,3883.66,149.084583,69.3893622,23.545,23.517,0.014,1.09,79.6,-0.01,0.061,0.0,0,23.693,23.687,0.025,1.19,42.6,0.008,0.004,0.001,0
2705.74,2126.53,149.1792135,69.368698,23.616,23.614,0.014,1.31,77.6,0.052,0.047,0.007,0,23.605,23.599,0.024,1.5,44.3,0.125,0.195,0.101,0
3312.54,923.64,149.2319075,69.3663765,23.777,23.8,0.016,1.14,69.1,0.022,0.072,0.0,0,23.645,23.639,0.036,0.95,30.5,0.004,-0.044,0.0,0
4055.25,554.41,149.255435,69.3583799,24.405,24.867,0.025,1.11,43.7,0.024,0.043,0.001,0,22.874,22.864,0.017,1.14,62.6,0.022,-0.004,0.005,2
3556.1,2105.0,149.1912876,69.3576764,24.381,24.818,0.021,1.04,50.6,0.013,0.096,0.001,0,22.95,22.94,0.016,1.25,67.5,0.046,0.075,0.003,0
2847.29,1101.5,149.2191445,69.3716335,23.785,23.751,0.015,0.97,71.9,-0.021,0.072,0.032,0,23.989,23.984,0.029,1.11,37.0,0.005,0.056,0.042,0
