X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
2542.76,4102.75,114.5434166,65.4744363,21.84,21.839,0.005,1.71,197.9,0.023,0.07,0.001,0,21.828,21.822,0.009,1.28,126.8,0.019,0.017,0.002,0
3003.93,3710.09,114.5486635,65.4663103,22.57,22.882,0.008,1.31,136.7,0.016,0.031,0.0,0,21.582,21.574,0.008,1.15,142.6,0.025,0.014,0.0,0
553.78,2718.79,114.6138441,65.4911286,22.168,22.152,0.007,1.92,166.2,0.02,0.035,0.0,0,22.24,22.234,0.011,1.26,100.4,0.039,0.057,0.0,0
2530.23,4132.68,114.5426918,65.4747718,22.75,23.144,0.009,1.25,125.2,0.019,0.061,0.0,0,21.486,21.477,0.007,1.29,149.5,0.016,0.061,0.0,0
246.13,3708.61,114.5883427,65.5008963,22.204,22.18,0.007,1.27,164.4,-0.009,0.022,0.0,0,22.332,22.326,0.011,1.23,96.1,0.002,0.05,0.0,0
1646.19,1117.33,114.6464975,65.4678613,22.383,22.508,0.007,1.71,149.5,0.049,0.04,0.0,0,21.907,21.9,0.009,1.25,119.8,0.037,0.023,0.0,0
2491.95,3816.32,114.5528032,65.4733668,22.712,23.028,0.009,1.31,127.6,0.028,0.009,0.001,0,21.713,21.705,0.008,1.06,133.9,0.027,0.03,0.0,0
1766.66,3408.87,114.5755373,65.4800358,22.738,23.063,0.009,1.21,125.9,0.02,0.001,0.0,0,21.708,21.7,0.008,1.08,134.3,0.011,0.026,0.0,0
562.35,3815.06,114.5805733,65.4975651,22.961,23.319,0.01,0.98,111.7,0.014,0.031,0.0,0,21.825,21.816,0.009,1.15,126.1,0.02,0.011,0.0,0
841.7,2729.69,114.6093698,65.4875831,23.656,24.227,0.014,1.04,76.8,0.009,0.02,0.0,0,21.559,21.548,0.008,1.09,144.3,0.02,0.015,0.0,0
1705.37,2276.71,114.6106296,65.4740472,22.662,22.692,0.008,1.34,130.4,-0.009,0.069,0.0,0,22.501,22.495,0.018,1.0,62.0,-0.017,0.064,0.001,0
3754.67,3025.71,114.5585619,65.4528124,23.043,23.415,0.01,1.08,107.3,-0.007,0.041,0.0,0,21.859,21.85,0.009,1.3,124.1,0.008,0.013,0.0,0
1482.65,2737.51,114.5999108,65.4795917,22.751,22.904,0.009,1.23,116.3,0.01,0.043,0.0,0,22.207,22.2,0.011,1.16,97.0,0.023,0.044,0.001,0
455.53,2698.17,114.6158821,65.4922375,23.066,23.433,0.01,1.25,105.2,0.015,0.062,0.0,0,21.898,21.889,0.009,1.12,120.8,0.031,0.073,0.0,0
