X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
2589.37,2194.49,148.6409706,69.2742068,23.903,23.966,0.003,1.49,346.4,0.025,0.017,0.006,2,23.614,23.608,0.004,1.27,298.1,0.028,0.003,0.003,2
2842.2,2726.56,148.6200923,69.2706932,24.518,24.856,0.005,1.17,226.0,0.027,0.047,0.001,2,23.446,23.438,0.003,1.41,348.0,0.026,0.025,0.001,0
3323.2,1472.88,148.6692809,69.2640126,24.899,25.338,0.005,1.26,224.2,0.022,0.064,0.011,0,23.462,23.452,0.003,1.3,335.8,0.02,0.025,0.02,2
3641.5,4102.95,148.5661218,69.2595749,24.995,25.429,0.005,1.32,205.5,-0.011,0.044,0.001,2,23.58,23.57,0.003,1.27,323.7,-0.012,0.003,0.001,0
2576.94,2507.94,148.6286683,69.2743786,26.587,27.263,0.015,1.21,74.3,0.006,0.019,0.002,0,23.478,23.464,0.003,1.26,344.2,0.002,0.006,0.001,0
3519.96,2442.56,148.631243,69.2612807,24.9,25.294,0.005,1.19,217.2,-0.005,0.015,0.007,2,23.638,23.628,0.004,1.37,301.2,0.001,0.006,0.01,2
2442.43,3856.47,148.5757353,69.2762336,25.236,25.716,0.006,1.18,169.1,0.015,0.014,0.001,2,23.619,23.609,0.003,1.07,320.9,0.014,-0.014,0.001,2
2686.46,1720.03,148.6595911,69.2728577,24.983,25.377,0.006,1.27,174.4,0.013,0.059,0.001,2,23.717,23.707,0.004,1.29,292.2,0.019,0.035,0.001,2
1971.37,4078.09,148.5670127,69.2827727,27.032,27.719,0.02,1.24,55.4,-0.003,0.07,0.016,0,23.653,23.639,0.004,1.65,306.9,0.001,0.042,0.03,2
124.14,1865.89,148.6538804,69.3084476,24.998,25.38,0.006,1.45,178.0,0.028,0.02,0.006,2,23.779,23.769,0.004,1.34,267.4,0.037,0.017,0.005,2
2597.26,3621.23,148.5849748,69.2740866,24.844,25.148,0.005,1.23,231.4,0.018,0.038,0.002,0,23.884,23.876,0.004,1.09,270.3,0.023,0.027,0.004,0
2916.04,1208.97,148.6796428,69.2696662,25.401,25.903,0.007,1.15,147.9,0.022,0.034,0.009,2,23.683,23.673,0.004,1.1,273.1,0.016,0.025,0.01,2
2462.12,3892.88,148.5743071,69.2759596,24.595,24.68,0.004,1.27,263.8,0.019,0.011,0.001,2,24.216,24.209,0.005,1.18,224.4,0.012,0.003,0.003,2
2517.08,1956.27,148.6503204,69.2752108,26.29,26.93,0.012,1.15,90.1,0.012,0.079,0.003,0,23.654,23.642,0.003,1.23,310.6,0.008,0.024,0.001,0
3113.17,4140.17,148.5646346,69.2669125,28.05,28.739,0.137,1.02,7.9,-0.041,2.168,0.08,2,23.919,23.903,0.004,1.22,265.8,-0.017,0.025,0.009,2
2318.12,2220.94,148.6399315,69.2779743,25.134,25.518,0.006,1.3,192.6,-0.018,0.019,0.0,0,23.906,23.897,0.004,1.16,270.4,-0.007,0.014,0.0,2
2760.0,2743.23,148.6194367,69.2718349,25.531,26.01,0.008,1.21,144.4,0.006,0.06,0.006,2,23.921,23.911,0.004,1.1,259.7,0.018,0.018,0.007,2
1624.49,4093.83,148.5663771,69.2875904,25.51,25.984,0.007,1.21,156.7,-0.001,0.015,0.012,0,23.927,23.917,0.004,1.15,264.0,0.008,0.023,0.015,0
3460.04,2070.11,148.6458521,69.2621136,25.44,25.891,0.007,1.3,155.0,0.002,0.09,0.072,2,23.954,23.944,0.004,1.32,252.6,0.003,0.041,0.065,2
