,X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
0,3802.14,3050.56,204.2681895,-29.5608197,22.773,23.089,0.012,1.21,92.7,0.013,0.052,0.0,2,21.776,21.767,0.01,1.1,111.5,0.01,-0.017,0.0,0
1,64.31,43.6,204.284277,-29.6259612,23.398,23.938,0.012,0.9,86.9,0.016,0.001,0.0,0,21.485,21.474,0.007,1.15,148.5,0.011,0.034,0.022,0
2,2925.95,1522.03,204.2636684,-29.5849714,23.56,24.126,0.014,0.98,79.2,-0.016,0.06,0.0,0,21.499,21.488,0.007,0.92,147.8,0.014,-0.007,0.0,0
3,887.54,1427.79,204.2879991,-29.603829,22.693,22.9,0.009,1.23,125.8,0.011,0.03,0.0,0,22.011,22.003,0.01,1.12,111.6,0.026,-0.007,0.0,0
4,3930.18,881.47,204.2447691,-29.5830863,22.745,22.921,0.009,1.07,115.3,-0.02,0.045,0.0,0,22.143,22.135,0.011,1.08,99.0,0.027,0.003,0.0,0
5,731.56,3199.41,204.3077623,-29.5860865,22.932,23.222,0.01,1.21,110.7,0.025,0.018,0.001,0,22.012,22.004,0.01,1.08,112.1,0.022,0.003,0.0,0
6,3598.91,2704.07,204.267222,-29.5663348,22.856,23.067,0.009,1.18,115.6,-0.008,0.021,0.0,0,22.161,22.153,0.01,0.96,104.0,0.017,0.018,0.0,0
7,4002.03,3027.93,204.2654838,-29.559314,23.233,23.629,0.013,1.21,85.5,0.012,0.029,0.0,0,21.962,21.953,0.01,1.1,110.7,0.02,0.045,0.0,0
8,1648.88,67.43,204.2648613,-29.611835,23.882,24.456,0.016,1.07,67.0,0.011,0.038,0.0,0,21.765,21.754,0.008,1.0,130.5,-0.014,-0.001,0.0,0
9,3981.88,2949.97,204.2649491,-29.560331,23.46,23.925,0.013,1.0,82.8,0.018,0.023,0.0,0,21.913,21.903,0.009,1.05,118.3,0.029,0.049,0.0,0
10,3438.64,1067.94,204.2527404,-29.5853793,23.192,23.521,0.014,0.94,80.3,-0.007,0.041,0.0,2,22.152,22.143,0.01,1.13,104.2,0.023,0.028,0.0,0
