X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
3110.71,2839.55,114.7440208,65.3984121,22.246,22.422,0.009,1.01,120.2,0.018,0.051,0.001,2,21.646,21.638,0.008,1.03,136.1,0.016,0.011,0.0,0
1902.72,4016.69,114.7027996,65.4143665,23.048,23.415,0.01,1.36,105.1,0.025,0.083,0.0,0,21.88,21.871,0.01,1.65,113.0,0.021,0.093,0.0,2
616.97,3916.68,114.7040106,65.4322721,24.516,25.165,0.024,1.12,45.9,0.011,0.108,0.0,0,21.786,21.773,0.008,1.08,127.8,-0.011,0.018,0.001,0
848.69,3816.21,114.7077455,65.4291266,23.326,23.708,0.012,1.26,90.4,-0.003,0.018,0.0,0,22.103,22.094,0.01,1.2,107.6,0.015,-0.007,0.0,0
246.75,918.72,114.8034572,65.4394357,23.169,23.37,0.013,1.42,83.0,0.015,0.065,0.0,2,22.504,22.496,0.012,1.31,87.0,0.023,0.107,0.002,0
3716.05,136.82,114.8350514,65.3918203,23.852,24.335,0.016,1.18,69.5,-0.009,0.033,0.0,0,22.225,22.215,0.011,1.02,102.8,0.007,0.015,0.0,0
1274.85,1529.4,114.78473,65.4247646,24.343,24.937,0.021,1.18,50.7,0.014,0.014,0.001,0,22.09,22.078,0.01,1.21,107.4,0.035,0.05,0.001,0
3204.14,879.25,114.809499,65.3984316,24.145,24.695,0.019,1.21,58.1,0.016,0.03,0.0,0,22.178,22.167,0.01,1.15,104.7,0.02,0.02,0.0,0
823.35,2778.48,114.7423264,65.4301864,25.724,26.414,0.053,1.16,20.6,-0.063,0.117,0.0,0,22.231,22.217,0.011,1.12,99.2,0.01,0.037,0.0,0
2772.35,4137.22,114.7002189,65.4022195,24.741,25.361,0.027,0.99,40.6,0.026,0.029,0.0,0,22.292,22.279,0.011,1.33,98.5,0.002,0.066,0.0,0
1807.06,2986.19,114.7370049,65.4163982,24.665,25.275,0.026,1.03,41.7,0.026,0.097,0.0,0,22.296,22.284,0.011,1.09,97.4,0.01,0.04,0.0,0
802.68,1807.26,114.7746984,65.431129,23.737,24.098,0.017,1.75,65.5,0.014,0.05,0.0,2,22.592,22.583,0.013,1.19,82.5,0.033,0.056,0.0,0
645.96,3029.64,114.7336561,65.4324767,24.086,24.512,0.018,1.24,58.7,0.017,0.134,0.0,0,22.702,22.692,0.014,1.12,77.3,0.013,0.03,0.003,0
389.33,2890.98,114.7378633,65.4361312,25.48,26.141,0.044,1.07,24.6,0.012,0.038,0.0,0,22.601,22.588,0.013,1.06,81.6,0.01,0.051,0.0,0
3391.56,1502.05,114.7890448,65.3954165,23.77,23.909,0.021,0.95,50.8,0.001,0.035,0.0,0,23.264,23.256,0.019,0.99,56.6,0.056,0.116,0.001,0
2039.86,1522.35,114.786196,65.4141559,23.854,23.974,0.017,1.09,64.0,0.001,0.06,0.008,0,23.392,23.385,0.021,1.02,51.5,0.004,0.018,0.006,0
2875.49,399.23,114.8249749,65.4033092,24.578,25.039,0.024,1.11,45.2,0.004,0.101,0.0,0,23.047,23.037,0.017,1.07,64.7,0.013,-0.003,0.0,0
1336.71,2748.71,114.7441572,65.4230847,24.563,25.004,0.025,1.08,43.9,-0.006,0.079,0.006,0,23.12,23.11,0.018,1.11,60.8,0.001,0.058,0.006,0
171.23,390.91,114.8209546,65.4408336,25.438,26.041,0.042,1.04,26.0,0.044,0.162,0.017,0,23.123,23.111,0.017,1.1,62.3,-0.003,0.014,0.001,0
267.25,742.67,114.8093663,65.4392683,24.228,24.38,0.02,1.27,54.9,0.023,0.102,0.011,0,23.689,23.682,0.025,1.0,44.1,0.025,0.077,0.017,0
2907.43,2475.25,114.755831,65.4014789,26.943,27.636,0.131,0.84,8.3,0.002,0.407,0.036,0,23.254,23.239,0.019,0.87,56.9,-0.002,0.013,0.015,0
3725.06,2580.59,114.7536486,65.3900645,25.159,25.707,0.036,1.03,30.5,0.003,0.157,0.0,0,23.202,23.191,0.019,0.99,58.6,-0.007,-0.037,0.008,0
1732.3,1852.43,114.7746929,65.4182016,24.611,24.987,0.025,1.11,43.2,-0.014,0.101,0.0,0,23.415,23.406,0.021,1.01,51.4,0.004,0.08,0.0,0
2915.7,2582.82,114.7522593,65.4012914,24.829,25.286,0.029,0.95,37.8,0.017,0.024,0.004,0,23.317,23.307,0.02,0.83,55.0,-0.005,0.044,0.009,0
2014.29,3765.28,114.7113665,65.4129914,24.617,24.98,0.025,1.0,43.7,0.029,0.08,0.0,0,23.464,23.455,0.021,1.04,50.9,0.005,0.086,0.0,0
3515.7,827.48,114.8117209,65.3941435,24.639,25.012,0.025,1.03,43.3,0.014,0.105,0.003,0,23.454,23.445,0.023,1.12,46.9,0.032,0.083,0.001,0
1101.17,2702.34,114.7453199,65.4263839,24.648,25.028,0.026,1.06,41.6,0.025,0.074,0.003,0,23.436,23.427,0.022,1.09,50.4,0.016,0.004,0.002,0
1948.69,2095.87,114.7669244,65.4150358,24.578,24.915,0.025,1.08,43.9,0.014,0.046,0.019,0,23.514,23.505,0.023,0.96,48.1,0.016,0.109,0.017,0
2328.63,2324.46,114.7599182,65.4096106,24.64,24.987,0.026,0.97,42.3,0.004,0.136,0.0,0,23.542,23.533,0.023,1.04,47.9,-0.01,0.052,0.0,0
1649.54,182.01,114.8302732,65.4204615,24.657,24.974,0.025,1.11,43.8,-0.004,0.005,0.0,0,23.657,23.648,0.023,0.95,46.2,-0.001,0.107,0.0,0
846.75,3693.89,114.7118232,65.4292374,25.861,26.488,0.074,1.11,14.6,0.044,0.088,0.072,2,23.358,23.346,0.027,0.99,41.0,-0.009,0.058,0.003,2
134.09,1895.59,114.7706696,65.4403453,25.512,26.093,0.046,1.09,23.7,0.001,0.289,0.033,0,23.348,23.337,0.021,1.13,52.3,0.039,0.085,0.033,0
3155.68,1165.1,114.7998953,65.3989139,24.805,25.187,0.028,0.96,39.1,0.033,0.146,0.003,0,23.586,23.577,0.023,1.0,47.2,0.05,0.054,0.008,0
1225.43,2035.06,114.7677819,65.4251108,24.851,25.26,0.03,1.16,36.3,0.035,0.157,0.0,0,23.53,23.52,0.023,1.26,46.9,0.067,0.106,0.0,0
3323.43,4070.31,114.7033589,65.3946206,24.752,25.086,0.027,1.06,40.6,-0.009,0.102,0.0,0,23.696,23.687,0.026,1.01,42.3,-0.022,0.135,0.107,0
4004.2,3017.04,114.7395642,65.3858961,24.782,25.147,0.028,1.08,38.4,0.049,0.096,0.015,0,23.624,23.615,0.024,0.98,45.3,0.017,0.052,0.028,0
1165.03,1656.06,114.7803277,65.4262034,24.758,25.108,0.028,1.09,39.4,0.011,0.069,0.0,0,23.648,23.639,0.024,1.23,44.5,0.029,0.097,0.0,0
4067.32,1749.21,114.7818965,65.3858758,24.747,25.091,0.027,1.04,39.9,0.026,0.132,0.005,0,23.658,23.65,0.024,0.95,44.7,0.019,0.062,0.007,0
3176.53,971.09,114.8063943,65.3987537,24.842,25.215,0.031,0.95,35.0,-0.029,0.102,0.02,2,23.655,23.646,0.024,1.11,45.5,0.016,-0.038,0.008,0
2713.12,1639.54,114.783372,65.4047369,24.677,24.966,0.032,0.99,33.7,0.022,0.134,0.0,2,23.764,23.755,0.026,1.18,41.9,0.056,0.007,0.0,0
2132.03,3428.98,114.7227728,65.4115881,24.77,25.112,0.027,0.99,39.7,0.005,0.063,0.0,0,23.689,23.68,0.027,1.22,40.8,-0.017,-0.02,0.0,2
