X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
3366.8,3656.24,149.6569854,69.1902167,24.944,25.593,0.033,1.12,33.4,-0.006,0.03,0.004,0,22.208,22.195,0.011,1.1,98.7,-0.007,-0.011,0.014,0
369.83,3369.02,149.7719174,69.1992783,24.727,25.332,0.03,1.01,36.2,0.008,0.124,0.0,2,22.391,22.379,0.013,1.22,85.7,0.021,0.04,0.0,2
1076.56,2870.78,149.7516293,69.1896703,24.089,24.516,0.02,1.14,53.7,0.016,0.17,0.0,0,22.703,22.693,0.015,1.21,73.5,0.006,0.027,0.0,0
4127.09,2821.15,149.6388474,69.1759165,24.295,24.78,0.022,1.18,49.5,0.002,0.121,0.001,0,22.66,22.65,0.014,1.25,76.4,-0.011,0.1,0.004,0
2487.53,1807.28,149.7120077,69.1695726,25.092,25.72,0.036,1.15,29.8,-0.01,0.169,0.0,0,22.578,22.566,0.013,1.1,80.8,0.007,0.018,0.0,0
1699.3,2901.88,149.7280968,69.1874133,24.265,24.696,0.023,1.19,46.6,-0.017,0.062,0.003,2,22.86,22.85,0.016,1.13,69.1,0.003,0.051,0.006,0
1675.28,1896.67,149.7411094,69.1742357,24.169,24.574,0.021,1.26,52.4,0.007,0.059,0.001,0,22.862,22.852,0.016,1.1,68.9,0.021,0.079,0.001,0
1403.66,2653.27,149.7420874,69.1853956,24.169,24.542,0.021,1.09,52.7,0.022,0.079,0.048,0,22.978,22.969,0.017,0.94,63.5,-0.001,-0.006,0.049,0
3166.34,3646.6,149.664554,69.1909516,24.541,24.97,0.025,1.14,43.4,-0.005,-0.022,0.0,0,23.141,23.131,0.018,0.92,59.5,0.014,0.1,0.007,0
1776.09,722.57,149.7515027,69.1582911,24.564,24.987,0.026,1.15,42.3,0.009,0.151,0.008,0,23.192,23.182,0.019,1.09,58.3,-0.003,0.032,0.003,0
4024.18,2529.83,149.6461974,69.1725126,25.552,26.171,0.051,1.05,21.5,0.02,0.24,0.006,0,23.118,23.105,0.018,1.12,59.5,-0.008,0.041,0.009,0
2536.64,1660.49,149.7119543,69.1674228,25.699,26.332,0.056,1.08,19.4,0.052,0.174,0.0,0,23.128,23.115,0.018,1.04,59.0,0.011,0.033,0.043,0
