,X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
0,2590.86,3854.16,148.5393585,69.3244649,23.386,23.774,0.013,1.12,80.9,0.001,0.033,0.002,0,22.143,22.133,0.011,1.05,100.9,0.005,0.041,0.001,0
1,1029.3,789.9,148.6543758,69.3496562,23.535,23.988,0.015,1.09,73.9,-0.007,0.011,0.004,0,22.042,22.032,0.01,1.22,105.7,0.006,0.007,0.0,0
2,2931.28,213.79,148.6831817,69.3239933,25.045,25.712,0.038,1.07,28.9,-0.014,0.19,0.004,0,22.083,22.07,0.011,0.92,103.3,-0.002,0.032,0.008,0
3,855.31,834.02,148.6520741,69.3520134,24.69,25.311,0.03,1.03,36.3,-0.01,0.03,0.004,0,22.238,22.226,0.011,0.98,94.8,0.008,0.006,0.008,0
4,4164.86,3320.62,148.5655102,69.3033102,23.696,24.061,0.017,1.18,65.5,-0.001,0.06,0.064,0,22.535,22.526,0.014,1.0,79.2,0.02,0.052,0.029,0
5,161.27,193.5,148.6749525,69.3623584,24.318,24.873,0.024,1.13,45.7,-0.005,0.089,0.017,0,22.32,22.309,0.012,1.07,89.5,0.009,0.047,0.022,0
6,804.05,2359.2,148.5920428,69.3509502,24.589,25.181,0.028,1.11,38.4,-0.052,0.245,0.0,0,22.35,22.338,0.012,1.1,87.7,0.006,0.042,0.001,0
7,3407.68,3035.15,148.5741758,69.3141245,23.825,24.209,0.018,0.92,61.6,0.001,-0.008,0.017,0,22.595,22.585,0.014,0.92,77.4,0.017,0.039,0.011,0
8,653.68,134.67,148.6788688,69.3556103,24.399,24.945,0.025,1.07,44.2,-0.019,0.075,0.0,0,22.45,22.439,0.013,1.07,84.9,0.002,0.034,0.002,0
9,2733.5,1721.77,148.6234186,69.3249888,23.982,24.398,0.019,1.12,55.9,-0.012,0.041,0.004,0,22.635,22.625,0.014,1.16,75.5,0.034,-0.015,0.005,0
10,1363.91,3795.85,148.5375386,69.3415136,23.959,24.345,0.019,1.09,57.4,0.006,0.016,0.007,0,22.725,22.716,0.015,0.95,72.3,0.011,0.032,0.001,0
11,315.06,904.02,148.6475546,69.3594102,24.109,24.558,0.021,1.28,52.0,-0.015,-0.013,0.0,0,22.628,22.618,0.014,1.28,75.6,0.011,0.043,0.0,0
12,1543.6,3694.44,148.5421178,69.3391466,24.052,24.471,0.02,1.05,54.4,0.005,0.067,0.006,0,22.693,22.684,0.015,1.04,74.0,0.011,0.054,0.016,0
13,2630.47,1795.81,148.6201768,69.3263287,24.417,24.948,0.026,1.23,42.4,0.009,-0.002,0.001,0,22.557,22.546,0.014,0.99,78.9,0.015,0.057,0.001,0
14,1118.52,1674.73,148.619944,69.3473959,23.549,23.676,0.019,1.38,57.3,0.031,0.175,0.0,2,23.072,23.064,0.019,1.01,57.6,0.02,0.039,0.0,0
15,1277.79,1527.24,148.6262562,69.3453629,23.912,24.257,0.019,1.09,58.1,0.017,0.084,0.0,0,22.819,22.81,0.016,1.03,67.5,0.03,0.071,0.001,0
16,2054.53,2642.24,148.5850855,69.3333124,23.561,23.607,0.015,1.18,71.7,0.003,0.04,0.011,0,23.336,23.329,0.022,1.0,50.0,0.02,0.018,0.011,0
17,345.87,3064.27,148.5628446,69.3564648,24.274,24.727,0.023,1.3,46.7,-0.01,0.056,0.011,0,22.777,22.767,0.016,1.14,69.7,0.018,0.025,0.001,0
18,4042.89,2354.26,148.6029513,69.3061297,24.096,24.466,0.021,1.01,51.8,0.005,0.049,0.0,0,22.918,22.909,0.017,1.1,64.0,-0.008,0.074,0.0,0
19,1249.55,2407.11,148.5916395,69.3447284,24.148,24.536,0.022,1.18,49.9,0.001,0.062,0.04,0,22.906,22.897,0.017,1.01,64.2,0.025,0.016,0.009,0
20,3340.65,1277.32,148.6428328,69.3171007,24.448,24.935,0.026,1.13,41.8,-0.003,0.047,0.0,0,22.803,22.793,0.016,1.23,68.8,0.04,0.056,0.0,0
21,2375.17,1122.66,148.6457311,69.330643,24.14,24.517,0.021,1.09,51.3,-0.023,0.027,0.0,0,22.937,22.928,0.017,0.97,64.2,0.0,0.076,0.0,0
22,4010.69,4210.46,148.5301506,69.3043947,24.118,24.455,0.021,1.1,51.6,-0.009,0.005,0.042,0,23.054,23.045,0.018,0.98,60.4,0.0,0.027,0.006,0
23,2989.75,265.11,148.6813601,69.323125,24.611,25.127,0.028,0.88,38.3,-0.008,0.105,0.003,0,22.821,22.81,0.016,0.87,67.5,0.009,-0.021,0.01,0
24,2219.46,3948.25,148.5344271,69.3294935,24.457,24.903,0.026,1.09,42.5,0.016,0.084,0.001,0,22.988,22.978,0.017,1.1,62.2,0.014,0.041,0.018,0
25,2061.46,2492.05,148.5909982,69.3333922,24.106,24.401,0.021,1.1,51.9,-0.018,0.129,0.0,0,23.175,23.167,0.02,1.01,55.3,-0.01,0.035,0.0,0
26,2581.06,3929.0,148.5363923,69.3245121,23.795,23.776,0.017,0.97,63.4,0.001,0.035,0.031,0,23.883,23.877,0.03,1.02,36.4,0.023,0.055,0.013,0
27,796.28,2309.08,148.5939841,69.3511164,26.549,27.239,0.121,1.04,8.9,-0.031,-0.189,0.001,0,23.06,23.046,0.018,1.16,58.8,0.005,0.108,0.0,0
28,2640.83,4032.9,148.53252,69.3235621,24.288,24.615,0.025,1.01,42.6,-0.004,-0.032,0.0,2,23.254,23.246,0.02,0.92,53.8,0.004,0.036,0.0,0
29,1711.25,2251.64,148.5992675,69.3385201,23.941,24.008,0.019,1.11,57.5,-0.021,0.055,0.005,0,23.639,23.632,0.026,1.19,41.3,0.01,0.009,0.005,0
30,3036.69,1230.99,148.6436523,69.3213615,25.077,25.643,0.039,1.1,27.8,-0.02,0.39,0.003,0,23.009,22.998,0.018,1.06,61.4,0.004,0.12,0.001,0
31,336.84,119.96,148.6784132,69.3600128,24.757,25.238,0.044,1.16,24.8,-0.047,0.011,0.037,2,23.137,23.127,0.024,0.92,45.6,0.005,0.099,0.026,2
32,3398.76,2968.88,148.5767426,69.3143257,24.544,24.962,0.03,0.99,36.3,-0.014,0.124,0.025,0,23.193,23.183,0.02,0.87,53.2,0.009,0.013,0.019,0
33,2914.07,1626.95,148.6277295,69.3225997,24.969,25.505,0.037,1.22,29.6,0.026,0.059,0.002,0,23.081,23.07,0.019,1.13,57.9,0.006,0.063,0.003,0
34,3948.79,1851.0,148.6223531,69.3080181,26.06,26.726,0.086,1.11,12.6,-0.015,0.043,0.004,0,23.122,23.109,0.02,1.14,55.6,0.005,0.075,0.003,0
35,2964.72,4110.64,148.5305582,69.3189878,24.368,24.67,0.024,0.97,45.4,-0.03,0.129,0.0,0,23.414,23.406,0.022,0.94,48.9,0.012,0.002,0.001,0
36,3344.43,3098.71,148.5714754,69.3149253,25.026,25.556,0.038,1.01,28.6,0.015,0.072,0.013,0,23.169,23.158,0.02,1.05,55.6,0.009,0.065,0.013,0
37,853.91,1342.84,148.6320979,69.3514437,24.045,24.07,0.02,1.12,53.7,0.003,0.052,0.0,0,23.9,23.894,0.031,1.12,35.0,0.021,0.126,0.0,0
