X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
1274.37,1171.97,203.7611099,-30.1238898,22.268,22.471,0.005,1.47,203.4,0.042,0.019,0.0,0,21.599,21.591,0.007,1.19,157.3,0.05,0.009,0.0,0
500.83,2188.82,203.7725203,-30.1386351,22.607,22.918,0.006,1.35,171.1,0.023,0.034,0.001,0,21.623,21.615,0.007,1.16,154.1,0.041,0.035,0.001,0
515.54,769.3,203.7510379,-30.1320406,23.443,23.98,0.01,1.44,106.6,0.015,0.048,0.0,0,21.547,21.536,0.007,1.07,161.4,0.024,0.01,0.0,0
3585.74,864.95,203.768496,-30.0921456,23.856,24.462,0.012,1.08,87.8,0.021,0.013,0.0,0,21.518,21.507,0.007,1.11,164.5,0.004,0.006,0.0,0
1676.77,317.15,203.7502278,-30.114749,23.558,24.106,0.01,0.96,104.5,0.005,0.027,0.0,0,21.602,21.591,0.007,1.07,157.5,0.006,0.0,0.0,0
1606.93,3702.0,203.8012671,-30.1309249,22.836,23.007,0.007,1.23,152.0,0.039,0.015,0.0,0,22.249,22.241,0.01,0.96,112.4,0.022,0.022,0.0,0
1109.93,1127.27,203.7595737,-30.1258481,23.387,23.831,0.01,1.3,113.5,0.038,0.03,0.0,0,21.93,21.92,0.008,1.04,132.6,0.032,0.013,0.0,0
2625.69,94.95,203.751802,-30.1012832,23.258,23.618,0.009,1.15,123.0,0.003,0.031,0.0,0,22.113,22.104,0.009,1.4,121.1,-0.002,0.002,0.0,0
3606.29,1388.59,203.7765528,-30.0942363,24.142,24.76,0.015,0.97,74.5,0.0,0.117,0.0,0,21.713,21.701,0.007,1.15,148.4,0.023,0.01,0.0,0
2723.62,3876.95,203.8097398,-30.1170434,23.539,24.017,0.01,1.17,105.6,0.024,0.004,0.0,0,21.933,21.923,0.008,1.01,133.2,0.02,0.031,0.0,0
3627.41,1390.9,203.7766979,-30.0939693,24.481,25.131,0.018,1.19,60.5,0.019,0.039,0.0,0,21.742,21.729,0.007,1.02,146.3,0.01,0.023,0.0,0
2932.83,3160.52,203.7999493,-30.1110679,23.179,23.428,0.009,1.17,127.6,0.021,0.003,0.0,0,22.384,22.376,0.01,0.98,104.2,0.028,0.025,0.0,0
1159.25,941.42,203.7570086,-30.1243621,23.395,23.736,0.01,1.01,113.5,0.03,0.046,0.0,0,22.314,22.305,0.01,1.25,108.2,0.056,-0.012,0.0,0
3493.31,1998.83,203.7852291,-30.0984709,23.6,24.014,0.011,0.98,100.8,0.005,0.033,0.0,0,22.263,22.253,0.01,1.02,110.4,0.021,0.024,0.001,0
2796.53,2477.33,203.788865,-30.1097801,23.742,24.135,0.012,1.14,92.1,0.029,0.068,0.0,0,22.482,22.473,0.011,0.91,97.6,0.028,0.018,0.0,0
1986.29,3342.55,203.7977838,-30.1243221,23.699,24.064,0.011,1.09,95.1,0.015,0.044,0.041,0,22.538,22.529,0.011,0.97,95.9,0.026,-0.002,0.003,0
