X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
1426.97,2144.27,184.4265355,37.7852153,22.912,23.278,0.01,1.19,109.6,0.009,0.043,0.009,0,21.747,21.738,0.01,1.44,111.3,0.045,0.019,0.048,2
2956.25,3822.37,184.3866341,37.7849586,23.234,23.664,0.012,0.94,94.1,0.001,0.044,0.0,0,21.832,21.822,0.009,1.09,121.8,0.004,-0.003,0.0,0
3592.22,2757.68,184.3931086,37.7685104,23.129,23.493,0.011,1.2,98.8,-0.004,0.03,0.0,0,21.972,21.963,0.01,1.16,112.1,0.015,0.022,0.0,0
1598.4,3901.95,184.401522,37.7997411,23.138,23.482,0.014,1.26,76.9,0.034,0.016,0.0,2,22.049,22.04,0.012,1.04,92.2,0.025,0.013,0.0,0
2319.96,537.57,184.4370745,37.7610803,23.664,24.195,0.014,1.2,75.0,-0.008,0.06,0.0,0,21.8,21.789,0.009,1.17,124.0,0.001,0.0,0.015,0
2002.02,2503.58,184.4150867,37.7826009,23.957,24.545,0.017,1.01,62.1,-0.009,0.052,0.0,0,21.754,21.742,0.009,1.09,125.0,0.007,0.001,0.0,0
939.11,1375.27,184.4423213,37.783127,24.422,25.062,0.023,1.2,47.1,0.032,0.107,0.01,0,21.793,21.78,0.009,1.18,124.8,0.032,0.033,0.007,0
3248.85,3533.01,184.3869894,37.7792496,22.985,23.113,0.01,1.0,106.8,0.011,0.059,0.0,0,22.502,22.495,0.015,1.02,71.9,-0.017,0.03,0.0,2
1491.39,1713.8,184.4314113,37.7805568,23.005,23.125,0.01,1.26,105.3,0.036,0.037,0.002,0,22.543,22.536,0.013,1.16,83.0,0.02,0.046,0.003,0
2468.42,1953.53,184.4168115,37.7726772,23.285,23.614,0.015,1.32,72.3,0.032,0.046,0.0,2,22.245,22.237,0.013,1.44,81.9,0.029,0.052,0.002,2
335.86,3992.42,184.4151545,37.8136371,23.629,24.01,0.015,1.16,71.6,-0.003,0.091,0.0,0,22.413,22.404,0.013,1.22,86.3,0.0,-0.052,0.002,0
