X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
2853.22,1540.1,184.5537587,37.9278941,22.713,22.864,0.009,1.12,121.9,0.033,0.026,0.0,0,22.175,22.168,0.011,0.95,103.1,0.034,0.03,0.001,0
3800.9,1899.41,184.537681,37.921784,23.664,24.018,0.015,1.06,72.6,0.005,0.075,0.0,0,22.54,22.531,0.013,1.08,84.2,0.024,0.061,0.0,0
1693.38,1525.21,184.5680143,37.9394332,23.81,24.118,0.017,1.11,64.8,0.0,0.042,0.003,0,22.838,22.829,0.016,1.08,68.1,-0.014,0.045,0.006,0
2098.69,3131.88,184.5425777,37.9507175,24.207,24.603,0.02,0.96,53.6,0.003,0.069,0.001,0,22.937,22.928,0.016,1.01,66.2,0.014,0.034,0.0,0
3728.47,3715.27,184.5153639,37.9398756,24.257,24.58,0.021,0.96,52.4,0.001,0.036,0.0,0,23.236,23.228,0.019,0.99,55.9,0.031,0.059,0.0,0
4005.63,2974.9,184.5214628,37.9300047,24.472,24.814,0.024,0.94,45.3,0.016,0.097,0.011,0,23.389,23.381,0.021,1.02,50.6,0.027,-0.003,0.001,0
187.24,3252.82,184.5642196,37.9711273,24.689,25.037,0.027,0.98,39.8,-0.008,0.072,0.0,0,23.587,23.578,0.024,1.11,44.8,0.001,-0.035,0.0,0
3142.58,788.45,184.5598475,37.9177905,25.012,25.449,0.034,1.12,32.3,-0.008,0.093,0.001,0,23.587,23.577,0.023,0.99,46.7,0.017,0.028,0.003,0
225.29,3258.24,184.5636887,37.9707959,24.746,25.018,0.028,1.15,38.3,0.005,-0.001,0.004,0,23.884,23.875,0.029,1.17,37.1,0.032,0.027,0.003,0
3317.89,1539.13,184.5481372,37.9232043,25.039,25.357,0.034,1.19,32.0,-0.019,0.077,0.002,0,24.032,24.024,0.031,0.99,35.0,0.005,0.06,0.01,0
1306.86,634.49,184.5840757,37.9348044,25.322,25.728,0.041,1.08,26.6,0.028,0.133,0.001,0,24.014,24.004,0.03,1.0,35.7,-0.011,-0.026,0.001,0
3785.77,2122.89,184.5350103,37.9240734,25.057,25.302,0.035,1.18,31.0,-0.001,-0.033,0.0,0,24.272,24.263,0.037,1.07,29.5,-0.008,0.18,0.0,0
513.13,2392.7,184.5712529,37.9596176,24.956,25.019,0.033,1.09,32.7,-0.03,0.087,0.054,0,24.626,24.619,0.049,1.15,22.1,0.005,0.037,0.017,0
