X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
579.13,3598.27,204.263911,-29.7576521,23.087,23.657,0.007,1.54,145.0,-0.002,0.048,0.0,2,20.997,20.985,0.006,1.75,192.4,-0.008,0.056,0.0,2
887.08,2453.59,204.2497445,-29.7467103,23.357,23.916,0.008,1.58,138.8,0.0,0.023,0.0,0,21.332,21.321,0.003,1.61,314.0,0.025,0.034,0.0,0
2783.86,2430.14,204.2629923,-29.7230114,23.141,23.472,0.007,1.31,157.5,0.016,0.026,0.004,0,22.098,22.089,0.005,1.14,214.0,0.028,0.044,0.01,0
3385.99,973.58,204.2464786,-29.7064771,23.153,23.411,0.007,1.32,158.7,-0.007,0.033,0.0,0,22.331,22.323,0.006,1.33,192.4,0.001,0.016,0.0,0
2970.28,116.28,204.2312463,-29.7063062,23.792,24.248,0.01,1.54,112.3,-0.02,0.089,0.0,0,22.287,22.278,0.005,1.54,198.3,-0.011,0.07,0.0,0
1324.01,2325.45,204.2510415,-29.740488,25.51,26.192,0.03,1.15,36.5,0.042,0.109,0.003,0,22.295,22.281,0.006,1.47,192.7,0.0,0.037,0.002,0
4042.77,2383.25,204.2713336,-29.7070868,23.389,23.625,0.008,1.35,135.6,0.003,0.05,0.045,0,22.63,22.622,0.007,1.21,156.9,0.001,0.028,0.016,0
1203.01,1252.6,204.2348331,-29.7353177,23.674,24.033,0.009,1.84,117.8,0.002,0.08,0.001,0,22.532,22.523,0.007,1.24,158.0,0.037,0.055,0.002,2
284.05,1678.16,204.2343348,-29.7493749,24.44,24.995,0.015,1.71,73.7,-0.008,0.197,0.011,0,22.441,22.43,0.006,2.23,177.6,-0.002,0.063,0.019,0
495.33,1167.64,204.228548,-29.7435757,24.714,25.306,0.017,1.13,62.7,0.005,0.066,0.043,0,22.479,22.468,0.006,1.31,174.5,0.011,0.026,0.039,0
3949.5,3072.48,204.2805207,-29.7125294,24.129,24.605,0.012,1.26,90.0,-0.013,0.048,0.0,0,22.534,22.524,0.006,1.19,170.3,0.004,0.056,0.0,0
2831.43,3354.99,204.276558,-29.7281703,24.564,25.113,0.021,1.08,52.0,-0.019,0.062,0.002,2,22.6,22.589,0.007,1.56,159.0,0.001,0.054,0.031,0
2640.54,3770.08,204.2811279,-29.733121,24.228,24.704,0.022,1.13,48.9,-0.008,0.111,0.013,0,22.633,22.623,0.007,1.1,156.8,0.015,0.034,0.016,0
2244.19,680.67,204.234114,-29.7188324,24.834,25.432,0.018,1.09,59.8,0.001,0.098,0.02,0,22.556,22.544,0.006,1.24,169.8,-0.003,-0.012,0.027,0
4193.0,4000.72,204.2955363,-29.7152743,23.934,24.294,0.011,1.77,101.5,-0.025,0.153,0.0,0,22.794,22.785,0.013,1.49,81.2,-0.02,0.077,0.001,2
2767.52,919.04,204.24127,-29.7138173,23.642,23.769,0.009,1.19,120.5,-0.007,0.032,0.031,0,23.166,23.158,0.009,1.14,119.6,0.014,0.075,0.047,0
2070.44,3836.28,204.2779937,-29.7406124,24.274,24.712,0.013,1.15,82.8,0.004,0.038,0.03,0,22.84,22.831,0.008,1.29,142.5,0.018,0.07,0.041,0
3864.78,3974.63,204.2928147,-29.7191884,24.75,25.296,0.018,1.21,62.0,-0.018,0.071,0.002,0,22.805,22.794,0.007,1.25,146.3,-0.006,0.059,0.016,0
