,X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
24,1895.12,3047.69,35.7491661,42.4333822,26.552,27.211,0.028,1.03,38.6,0.011,0.044,0.003,0,23.711,23.698,0.008,1.11,144.1,-0.003,0.036,0.002,0
25,738.2,1305.69,35.7289326,42.4084761,25.802,26.363,0.017,1.08,65.6,0.044,0.003,0.0,0,23.765,23.754,0.008,1.09,138.6,0.042,0.023,0.0,0
26,698.98,796.05,35.7205958,42.4049408,25.43,25.9,0.013,1.09,85.8,0.004,0.04,0.0,0,23.864,23.854,0.008,1.18,131.4,-0.003,0.034,0.0,2
27,2581.05,1379.11,35.7152706,42.4320201,25.401,25.853,0.012,1.14,86.9,0.005,-0.006,0.0,0,23.911,23.901,0.009,1.06,127.5,0.018,0.019,0.0,0
28,1887.89,3813.93,35.7622441,42.4378639,26.242,26.841,0.027,1.11,39.9,0.022,0.081,0.004,0,23.96,23.949,0.011,1.13,102.5,-0.006,0.038,0.001,0
29,2596.16,1981.35,35.725379,42.4358064,25.692,26.197,0.015,1.12,70.6,0.026,0.063,0.001,0,23.965,23.954,0.009,1.12,121.8,0.031,0.065,0.001,0
30,593.37,1735.71,35.7374064,42.4092276,25.414,25.824,0.013,1.07,81.6,0.014,0.145,0.028,2,24.09,24.08,0.01,1.09,108.0,0.034,0.065,0.028,2
31,1203.9,2536.71,35.7460746,42.4216647,25.884,26.421,0.019,1.04,56.9,0.008,0.026,0.011,2,23.985,23.974,0.011,1.06,102.4,0.016,0.026,0.009,2
32,2071.29,1803.12,35.7265979,42.4281612,26.402,27.007,0.026,1.05,42.1,-0.009,0.222,0.001,0,24.072,24.06,0.009,1.08,114.9,0.007,0.005,0.001,0
33,1673.28,2319.37,35.7385869,42.426253,25.733,26.2,0.016,1.01,69.3,0.002,0.019,0.01,0,24.179,24.168,0.01,1.02,107.5,0.008,0.009,0.007,0
34,3434.34,599.42,35.6951187,42.438059,26.09,26.631,0.022,1.09,50.2,-0.004,0.116,0.004,0,24.173,24.162,0.01,1.1,106.3,0.013,0.044,0.004,0
35,3338.3,198.31,35.6890834,42.4344578,26.927,27.575,0.041,1.07,26.4,0.012,0.853,0.106,0,24.212,24.2,0.011,1.03,101.1,-0.009,0.112,0.051,0
36,1836.12,140.91,35.7002706,42.4152834,25.829,26.284,0.017,1.11,65.3,-0.023,0.112,0.002,0,24.321,24.311,0.011,0.99,98.7,-0.002,0.065,0.001,0
37,2804.53,1053.32,35.7079278,42.4328756,26.218,26.763,0.022,1.01,49.6,0.013,0.104,0.02,0,24.282,24.271,0.011,0.99,101.6,0.006,-0.008,0.017,0
38,1350.08,3512.4,35.7614683,42.4293203,26.146,26.666,0.022,0.99,49.7,0.027,0.038,0.004,0,24.338,24.327,0.011,1.01,98.2,0.024,0.023,0.001,0
39,3497.31,128.69,35.6866131,42.4360349,26.663,27.265,0.033,1.13,32.6,-0.04,0.253,0.061,0,24.357,24.345,0.012,1.06,91.6,0.005,0.068,0.033,0
40,4034.23,593.31,35.6901565,42.4455427,25.725,26.101,0.016,1.06,68.6,-0.005,0.093,0.02,0,24.527,24.518,0.013,1.06,84.8,0.004,0.039,0.027,0
41,3234.62,320.24,35.6919939,42.4338869,26.316,26.862,0.025,1.01,44.1,0.013,0.335,0.014,0,24.373,24.362,0.012,1.07,92.1,0.021,0.076,0.011,0
42,4052.74,1329.12,35.7025073,42.450172,27.114,27.761,0.045,1.07,24.2,0.068,0.477,0.041,0,24.408,24.395,0.012,1.07,92.2,0.024,0.062,0.008,0
43,3289.28,3212.06,35.7406825,42.4518454,26.947,27.579,0.038,1.04,28.7,-0.009,0.143,0.014,0,24.393,24.381,0.012,1.06,92.6,0.018,0.014,0.009,0
44,2855.98,349.82,35.6955623,42.429317,25.908,26.331,0.018,1.03,59.1,0.002,0.122,0.037,2,24.532,24.522,0.014,1.05,78.5,0.015,-0.005,0.043,0
45,3390.05,185.94,35.6884541,42.4350326,26.029,26.484,0.021,1.07,52.4,-0.008,0.219,0.058,0,24.526,24.516,0.013,1.11,81.0,-0.012,0.228,0.091,0
46,3252.24,277.61,35.6911272,42.4338529,25.561,25.777,0.015,1.06,72.9,-0.009,0.087,0.042,2,24.856,24.849,0.018,1.11,61.5,-0.018,0.102,0.097,2
47,2177.62,1864.84,35.7267861,42.4298629,26.45,27.005,0.028,1.04,38.4,0.016,0.135,0.008,2,24.449,24.438,0.014,1.08,76.4,-0.018,0.006,0.015,2
48,3657.68,138.71,35.6854843,42.4381051,26.523,27.085,0.029,1.12,37.5,0.072,0.16,0.087,0,24.485,24.474,0.013,1.07,85.5,0.022,0.122,0.052,0
49,3070.8,451.96,35.6955577,42.4326204,26.374,26.904,0.025,1.07,42.9,0.01,0.361,0.057,0,24.515,24.505,0.013,1.07,85.7,0.003,0.034,0.014,0
50,1509.46,140.27,35.7029035,42.4111844,25.567,25.742,0.014,1.1,78.3,-0.026,0.03,0.001,2,24.97,24.963,0.018,1.01,61.6,0.007,0.065,0.001,0
51,2134.31,1412.9,35.7194597,42.4266208,26.475,27.027,0.033,0.97,33.4,0.023,0.243,0.012,0,24.499,24.488,0.017,1.01,65.5,0.028,-0.054,0.022,2
52,3216.11,178.5,35.6897364,42.4328076,26.622,27.186,0.032,1.08,34.1,0.016,0.944,0.07,0,24.574,24.563,0.014,1.03,79.9,0.006,0.219,0.026,0
53,3384.39,1046.12,35.7031112,42.4401022,25.482,25.499,0.013,1.07,81.9,0.017,0.078,0.005,0,25.377,25.371,0.023,1.06,47.6,0.056,0.088,0.011,0
54,1532.46,1802.46,35.7309455,42.4214011,26.207,26.676,0.024,1.03,44.7,-0.013,0.017,0.001,0,24.645,24.635,0.015,1.02,72.4,0.032,0.029,0.001,0
55,3657.71,2673.67,35.7285518,42.4532507,26.242,26.708,0.023,1.13,47.7,0.001,-0.066,0.005,0,24.689,24.679,0.015,1.0,73.5,0.007,0.068,0.001,0
56,1144.74,1981.98,35.7371304,42.4176114,27.158,27.79,0.047,1.05,22.9,0.052,0.232,0.014,0,24.607,24.594,0.014,1.03,79.9,0.036,0.015,0.014,0
57,2018.8,852.02,35.7108682,42.4218223,25.962,26.338,0.018,1.04,59.1,0.027,0.157,0.005,0,24.764,24.755,0.015,1.07,73.6,0.005,0.004,0.008,2
58,3115.38,2472.07,35.7295149,42.4452469,26.287,26.769,0.023,1.0,47.0,-0.011,0.124,0.0,2,24.662,24.652,0.014,1.03,78.7,0.011,0.012,0.0,0
59,4084.5,495.91,35.6880947,42.4455907,26.36,26.858,0.025,1.11,43.4,0.008,0.228,0.005,0,24.666,24.656,0.014,1.12,77.8,-0.002,-0.012,0.004,0
60,1528.36,1521.18,35.7262012,42.4196701,26.193,26.619,0.022,1.06,49.3,0.027,0.085,0.004,0,24.809,24.8,0.015,1.0,71.0,0.016,0.093,0.006,0
61,4080.97,928.56,35.6954733,42.4481322,25.83,26.064,0.017,1.04,63.9,-0.018,-0.029,0.008,0,25.075,25.067,0.018,1.1,58.9,-0.013,0.063,0.016,0
62,2018.99,958.9,35.7126818,42.4224632,27.109,27.718,0.044,1.06,24.7,0.05,0.143,0.035,0,24.748,24.736,0.014,1.06,75.0,0.022,0.035,0.02,0
63,1405.76,1217.97,35.7220434,42.4163222,26.576,27.099,0.029,1.05,37.5,0.035,-0.009,0.002,0,24.756,24.745,0.015,1.02,74.3,0.02,0.055,0.001,0
64,2445.4,105.28,35.6947334,42.4227085,26.551,27.064,0.028,1.09,38.7,-0.025,0.286,0.007,0,24.783,24.772,0.015,1.03,72.8,-0.003,0.032,0.012,0
65,627.47,81.33,35.7090394,42.3997749,26.331,26.78,0.024,1.03,45.9,0.015,0.148,0.002,0,24.851,24.841,0.016,1.07,69.4,0.016,0.063,0.003,2
66,3280.37,800.72,35.6997848,42.4373318,27.005,27.593,0.041,1.02,26.5,0.042,0.476,0.007,0,24.796,24.784,0.015,1.06,71.5,0.021,0.146,0.006,0
67,2869.78,1742.64,35.7191094,42.4378114,26.688,27.222,0.032,1.0,34.3,0.013,0.056,0.004,0,24.807,24.796,0.015,1.14,71.2,0.013,0.06,0.004,0
68,3281.21,522.81,35.6950574,42.4356816,27.229,27.842,0.05,1.05,21.7,-0.044,0.217,0.117,0,24.833,24.821,0.016,1.08,68.9,-0.01,0.021,0.016,0
69,3452.38,188.82,35.6879983,42.4358311,27.727,28.385,0.078,1.03,13.9,0.087,0.935,0.034,0,24.881,24.868,0.017,1.1,64.3,0.051,0.21,0.018,0
70,3201.88,405.37,35.693705,42.4339852,27.738,28.397,0.081,1.04,13.4,0.022,0.463,0.077,0,24.894,24.881,0.017,1.03,65.5,0.008,0.114,0.026,0
71,3295.98,847.35,35.7004505,42.4378061,27.337,27.963,0.053,1.07,20.6,0.008,0.328,0.039,0,24.838,24.825,0.016,1.05,69.8,0.012,0.11,0.026,0
72,1466.64,364.48,35.7070571,42.4119872,26.508,26.991,0.027,1.05,41.0,-0.007,0.128,0.001,0,24.882,24.872,0.016,1.08,68.8,-0.007,-0.002,0.001,0
73,3276.11,432.65,35.6935673,42.4350788,26.684,27.206,0.032,1.03,33.6,-0.003,0.359,0.029,0,24.865,24.854,0.016,1.11,66.9,-0.002,0.143,0.031,0
74,4040.96,1242.79,35.7011359,42.4495085,27.988,28.661,0.093,1.02,11.6,0.046,0.915,0.039,0,24.942,24.928,0.017,1.02,64.1,0.032,0.118,0.011,0
75,1564.62,796.89,35.7136071,42.4157988,26.281,26.686,0.022,1.03,48.3,-0.001,-0.033,0.001,0,24.978,24.969,0.017,1.05,64.9,-0.01,0.047,0.002,0
76,2991.88,253.13,35.6928197,42.4304428,27.327,27.94,0.056,1.0,19.5,0.026,0.316,0.035,2,24.931,24.919,0.018,1.06,59.8,0.034,0.109,0.021,0
77,1744.67,3907.19,35.7649866,42.4366242,26.04,26.312,0.019,0.98,56.8,0.001,0.075,0.001,0,25.178,25.17,0.02,1.0,54.7,0.016,0.031,0.007,0
78,541.48,1264.08,35.7298169,42.405761,26.505,26.976,0.028,1.07,38.6,0.024,0.182,0.001,2,24.933,24.923,0.017,1.08,65.2,0.03,0.005,0.001,0
79,334.91,663.03,35.7212819,42.3995817,26.665,27.173,0.033,1.07,32.6,-0.022,0.163,0.011,2,24.915,24.905,0.018,1.02,59.3,0.018,0.09,0.013,0
80,2533.73,1142.32,35.7116314,42.4300123,27.803,28.463,0.078,1.11,13.9,-0.057,0.427,0.019,0,24.94,24.927,0.017,1.05,65.5,0.009,0.052,0.006,0
81,1213.74,2458.47,35.744666,42.4213211,26.478,26.941,0.027,1.06,39.8,0.011,0.02,0.016,0,24.938,24.928,0.017,0.98,64.8,0.003,0.016,0.012,0
82,4044.05,985.82,35.6967451,42.4480116,26.715,27.236,0.033,1.03,32.9,0.036,0.009,0.045,0,24.907,24.897,0.017,1.01,65.6,0.018,0.033,0.066,0
83,886.08,1491.66,35.7308948,42.4114407,26.281,26.674,0.024,1.04,46.2,0.025,0.026,0.001,0,25.02,25.01,0.018,1.17,61.1,0.036,0.033,0.001,0
84,2377.23,96.09,35.6951293,42.421799,27.74,28.392,0.078,1.01,14.0,0.038,0.654,0.037,2,24.979,24.966,0.017,1.0,63.1,0.015,0.115,0.014,0
85,2942.88,380.2,35.6953747,42.430588,28.388,29.073,0.145,1.02,7.5,0.122,2.252,0.08,2,25.077,25.063,0.019,1.06,56.6,0.032,0.117,0.019,0
86,3511.73,1080.63,35.7026664,42.4419048,28.123,28.797,0.105,1.09,10.3,0.024,0.424,0.045,0,25.046,25.032,0.018,1.05,60.7,-0.009,0.09,0.014,0
87,3514.73,152.24,35.686872,42.436394,26.007,26.16,0.02,1.06,54.3,0.018,0.198,0.05,0,25.463,25.455,0.026,1.09,41.9,0.045,0.265,0.098,0
88,3650.41,1593.79,35.7102617,42.4467093,27.477,28.101,0.06,1.03,18.0,-0.066,0.318,0.004,0,24.992,24.98,0.017,1.03,62.4,0.011,0.069,0.002,0
89,2726.45,650.73,35.7017217,42.4294914,27.598,28.233,0.065,1.07,16.7,0.01,-0.057,0.078,0,25.013,25.001,0.017,1.0,62.2,0.01,0.038,0.02,0
90,3888.87,2410.14,35.7222026,42.4545752,26.619,27.098,0.031,1.07,34.7,0.012,0.166,0.052,0,25.013,25.003,0.019,1.11,58.6,0.006,0.102,0.049,0
91,2600.02,2682.43,35.7372589,42.4400409,26.263,26.614,0.023,1.01,47.8,0.009,0.186,0.001,0,25.149,25.14,0.019,1.08,57.0,-0.016,-0.01,0.002,0
92,3461.66,781.91,35.6979973,42.4394921,26.943,27.49,0.04,1.02,27.4,0.033,0.19,0.073,0,24.99,24.979,0.018,1.01,61.5,0.011,0.073,0.051,0
93,826.75,2025.49,35.7404408,42.4138839,26.435,26.855,0.027,1.09,40.2,0.039,0.407,0.021,0,25.074,25.064,0.019,1.07,57.4,0.052,0.092,0.014,0
94,3485.25,170.25,35.6874166,42.4361322,27.39,28.0,0.06,1.15,18.1,0.041,0.627,0.072,0,25.023,25.011,0.019,1.15,57.9,0.016,0.045,0.049,0
95,1399.49,1468.34,35.7263462,42.4177388,27.527,28.154,0.062,1.08,17.5,0.028,0.198,0.006,0,25.011,24.999,0.018,1.11,60.1,0.006,0.034,0.004,2
96,3845.18,1099.13,35.7002806,42.4461956,26.759,27.266,0.034,1.0,32.3,0.01,0.253,0.011,0,25.019,25.009,0.018,1.06,60.7,0.013,0.132,0.009,0
97,3866.74,1382.39,35.7049185,42.4481585,26.861,27.39,0.037,1.04,29.3,0.045,0.202,0.003,0,25.005,24.994,0.018,0.97,60.6,0.001,0.039,0.001,0
98,3020.43,698.85,35.700159,42.4334644,28.262,28.942,0.116,0.99,9.3,0.043,0.212,0.069,0,25.089,25.075,0.019,1.11,56.3,0.005,-0.013,0.015,2
99,2510.76,421.42,35.6995732,42.4254172,27.145,27.721,0.046,1.05,23.7,0.014,0.488,0.013,2,25.021,25.01,0.017,1.01,62.7,-0.005,0.093,0.007,0
100,1117.79,2249.19,35.741887,42.4188687,26.548,26.999,0.028,1.07,38.2,0.0,0.227,0.048,0,25.058,25.048,0.018,1.05,59.1,0.032,0.118,0.029,0
101,2966.54,167.05,35.691563,42.4296107,26.972,27.518,0.041,1.05,26.4,0.039,0.075,0.063,0,25.03,25.019,0.018,1.09,58.8,0.018,0.133,0.017,0
102,915.0,2935.46,35.7551838,42.4204217,26.738,27.236,0.033,1.04,32.8,0.012,0.19,0.001,0,25.036,25.026,0.018,1.13,60.2,0.023,0.026,0.0,0
103,4086.16,1131.77,35.6988837,42.4494117,27.213,27.799,0.049,0.99,22.1,0.024,0.077,0.02,0,25.021,25.009,0.018,0.98,61.1,0.011,0.203,0.018,0
104,4072.93,1938.19,35.7126927,42.4540639,26.912,27.447,0.039,1.03,28.1,0.01,0.203,0.0,0,25.024,25.013,0.018,1.12,60.1,0.021,0.044,0.0,0
105,3312.05,771.6,35.6990336,42.4375549,26.916,27.451,0.037,1.05,29.1,0.02,0.118,0.028,0,25.031,25.021,0.018,1.01,61.2,0.003,0.111,0.029,0
106,3319.04,274.72,35.6905371,42.4346731,26.984,27.528,0.043,1.11,25.3,0.067,0.164,0.055,0,25.049,25.038,0.019,1.12,57.0,0.033,0.172,0.053,0
107,1500.94,2673.29,35.7459929,42.4262047,26.459,26.871,0.027,1.06,40.4,0.007,-0.025,0.002,0,25.129,25.119,0.019,1.02,56.6,0.018,0.021,0.014,0
108,3941.89,2886.41,35.7298673,42.4580842,26.692,27.173,0.032,1.02,34.1,0.022,0.063,0.006,0,25.078,25.068,0.018,1.02,59.2,0.008,0.042,0.006,0
109,1955.2,1702.93,35.7258353,42.4261073,26.877,27.403,0.037,1.12,29.1,0.015,0.051,0.026,0,25.041,25.031,0.018,1.08,59.8,0.006,0.113,0.036,0
110,1694.86,1097.29,35.7176549,42.4192261,26.752,27.246,0.033,1.09,32.6,0.022,0.017,0.001,0,25.076,25.066,0.018,1.02,59.6,0.003,0.099,0.0,0
111,2241.05,2266.69,35.7330995,42.4330577,26.618,27.074,0.03,1.03,36.4,0.018,0.108,0.0,0,25.109,25.099,0.019,0.94,58.1,-0.002,0.032,0.0,0
112,275.95,3964.71,35.777833,42.4185476,26.788,27.284,0.034,1.01,31.5,0.002,0.148,0.003,0,25.104,25.093,0.019,1.09,56.7,-0.002,0.044,0.004,0
113,2202.45,1084.03,35.7133224,42.4255108,27.74,28.38,0.074,1.0,14.7,-0.037,-0.007,0.071,2,25.107,25.095,0.019,1.01,57.8,-0.001,0.024,0.03,2
114,1343.58,776.62,35.7150513,42.4129065,26.779,27.274,0.033,1.06,33.1,0.022,0.069,0.002,0,25.093,25.083,0.018,1.07,60.0,-0.01,0.016,0.001,0
115,482.74,1948.2,35.7419095,42.4091089,26.685,27.154,0.034,1.12,32.3,0.077,0.212,0.014,0,25.118,25.108,0.019,1.12,56.0,0.013,0.033,0.017,0
116,3144.85,206.54,35.6907897,42.4320819,26.839,27.341,0.038,1.08,28.4,0.015,0.247,0.08,0,25.118,25.108,0.02,1.03,54.5,0.011,0.168,0.069,0
117,2871.0,3467.14,35.7484011,42.448123,26.65,27.105,0.03,1.05,36.6,0.011,0.057,0.003,0,25.146,25.136,0.02,1.04,54.0,0.025,-0.015,0.003,0
118,2902.72,3882.27,35.7551996,42.4509982,26.401,26.766,0.025,0.99,43.9,0.024,0.012,0.0,0,25.241,25.232,0.02,1.02,53.9,0.009,0.113,0.0,0
119,4002.02,1351.96,35.7033061,42.4496726,26.091,26.223,0.021,1.05,52.5,0.048,0.101,0.002,0,25.6,25.593,0.027,1.1,39.8,0.034,0.014,0.006,0
120,1938.01,1529.42,35.7230271,42.4248556,28.184,28.855,0.109,1.01,9.9,-0.005,0.108,0.038,0,25.175,25.161,0.02,1.04,55.2,0.018,0.131,0.016,0
121,1792.79,803.4,35.7118714,42.4186983,27.944,28.598,0.084,1.06,12.9,0.004,0.167,0.028,0,25.154,25.141,0.019,1.03,57.3,0.001,0.009,0.007,0
122,654.9,745.52,35.7200943,42.4040863,26.971,27.499,0.039,1.08,28.1,0.002,0.078,0.02,0,25.121,25.11,0.019,1.05,58.3,0.021,-0.018,0.011,0
123,3318.95,496.64,35.6943073,42.4359983,27.223,27.793,0.05,1.06,21.8,0.052,0.957,0.022,0,25.131,25.12,0.02,1.0,55.1,0.02,0.035,0.018,2
124,2033.49,1412.29,35.7202651,42.4253531,26.769,27.245,0.036,1.07,30.0,-0.014,0.089,0.011,0,25.172,25.162,0.02,1.07,55.2,0.021,0.047,0.012,0
125,1935.72,3838.05,35.7622673,42.4386077,27.062,27.604,0.042,1.07,25.9,0.037,0.262,0.005,0,25.139,25.128,0.019,1.02,57.5,0.005,0.076,0.006,0
126,1269.26,1835.07,35.7336282,42.4182957,26.896,27.408,0.038,1.09,28.6,-0.003,0.22,0.002,0,25.131,25.121,0.019,1.05,56.0,0.019,-0.017,0.001,0
127,174.34,90.15,35.7128546,42.3941467,27.378,27.969,0.055,1.09,19.8,0.01,0.249,0.003,0,25.149,25.138,0.019,1.07,56.7,-0.01,0.102,0.001,0
128,3538.89,166.02,35.6869103,42.4367793,28.154,28.819,0.11,1.11,9.8,0.03,1.533,0.033,0,25.216,25.203,0.021,1.16,51.1,-0.001,0.235,0.015,0
129,3192.57,554.46,35.6963127,42.4347595,27.35,27.935,0.056,1.04,19.5,0.057,0.238,0.086,2,25.163,25.151,0.02,1.05,54.8,0.008,-0.014,0.062,0
130,4035.18,199.9,35.6834658,42.443203,27.763,28.396,0.078,1.02,13.9,-0.054,0.311,0.021,0,25.19,25.178,0.02,1.04,54.1,0.014,0.038,0.009,0
131,394.54,637.1,35.7203593,42.4001744,27.633,28.253,0.067,1.04,16.3,0.122,0.734,0.017,0,25.184,25.172,0.02,1.0,55.5,0.011,0.151,0.017,0
132,2839.2,277.54,35.6944706,42.4286747,27.476,28.08,0.06,1.07,18.0,0.002,0.917,0.075,0,25.152,25.14,0.021,1.02,52.6,-0.002,0.08,0.048,2
133,539.65,1684.16,35.7369653,42.4082462,26.521,26.909,0.031,1.02,35.6,0.039,0.11,0.005,2,25.279,25.269,0.022,1.01,50.1,0.033,0.103,0.007,0
134,1957.11,2021.17,35.7312256,42.4280316,27.04,27.574,0.043,1.11,25.2,0.02,0.136,0.005,0,25.161,25.15,0.02,1.03,55.4,-0.009,-0.04,0.001,0
135,2942.37,536.7,35.6980369,42.4315168,26.526,26.914,0.028,1.06,38.5,-0.028,0.152,0.029,2,25.284,25.275,0.021,1.02,51.6,-0.03,-0.034,0.082,0
136,3157.6,991.99,35.7040278,42.4369356,27.866,28.51,0.081,1.05,13.3,-0.017,0.303,0.074,0,25.194,25.181,0.02,1.01,54.5,0.002,0.123,0.032,0
137,658.36,220.67,35.7111551,42.4009946,26.923,27.431,0.037,1.07,29.4,0.004,0.043,0.01,0,25.178,25.167,0.019,1.07,56.1,0.009,0.058,0.016,0
138,234.13,1708.52,35.7398491,42.4045607,27.821,28.461,0.082,1.04,13.3,0.006,0.273,0.004,0,25.184,25.172,0.02,1.12,53.5,0.036,0.056,0.002,0
139,3332.13,1784.52,35.7160788,42.4438583,26.53,26.925,0.028,1.05,38.6,0.027,0.075,0.001,0,25.261,25.252,0.021,1.03,52.0,0.01,0.136,0.002,0
140,3112.19,280.72,35.6923141,42.4321159,27.186,27.741,0.05,1.08,21.6,-0.017,0.504,0.065,2,25.187,25.176,0.021,1.04,52.4,0.005,0.136,0.071,0
141,3757.08,2165.05,35.7191046,42.4514591,26.886,27.384,0.047,0.98,23.3,0.01,0.037,0.007,0,25.189,25.179,0.024,1.08,44.5,0.024,0.141,0.038,0
142,3409.87,951.47,35.701297,42.4398561,26.858,27.347,0.036,1.05,29.9,-0.006,0.312,0.051,0,25.2,25.19,0.02,1.08,54.0,0.014,0.178,0.036,0
143,2636.81,339.22,35.6971567,42.4265061,27.316,27.895,0.051,1.06,21.3,-0.038,0.228,0.018,0,25.174,25.162,0.02,1.0,54.2,0.007,0.102,0.013,0
144,4038.07,855.81,35.6945848,42.4471597,26.998,27.519,0.041,1.06,26.6,0.03,0.004,0.063,0,25.19,25.18,0.02,1.03,53.9,0.013,0.042,0.046,0
145,354.49,77.06,35.7111752,42.3963271,27.582,28.193,0.068,1.03,16.1,0.001,0.192,0.011,0,25.204,25.192,0.02,1.04,54.8,0.017,-0.039,0.005,0
146,3340.3,1215.71,35.7063491,42.4405627,27.293,27.862,0.059,0.99,18.4,0.063,0.384,0.011,0,25.208,25.196,0.021,1.08,52.2,0.027,0.233,0.006,2
147,3411.33,427.61,35.6923866,42.4367438,27.416,28.005,0.059,1.1,18.4,0.008,0.729,0.024,0,25.201,25.19,0.021,1.15,52.5,0.011,0.279,0.02,0
148,3597.81,1614.08,35.7110323,42.4461711,26.466,26.817,0.027,1.07,40.8,-0.001,-0.045,0.001,0,25.355,25.346,0.022,1.04,48.5,0.025,0.079,0.002,0
