,X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
0,2479.07,3565.68,149.4711191,69.1514209,23.508,24.088,0.013,1.05,81.7,0.03,0.029,0.0,0,21.351,21.339,0.007,1.16,157.3,0.006,0.04,0.0,0
1,1250.7,2735.13,149.5219537,69.16127,23.069,23.304,0.011,1.16,102.1,0.012,0.028,0.0,0,22.311,22.303,0.011,1.12,94.9,0.012,0.023,0.001,0
2,2858.54,2890.32,149.4877223,69.1424296,23.353,23.5,0.012,0.99,88.2,0.037,0.006,0.0,0,22.827,22.819,0.015,1.06,70.7,0.043,0.042,0.042,0
3,727.39,3134.87,149.517494,69.170278,23.777,24.171,0.016,1.01,69.7,0.021,0.029,0.005,0,22.513,22.504,0.013,0.99,85.3,0.005,0.03,0.006,0
4,3853.1,127.58,149.5655072,69.1125082,23.67,23.886,0.014,1.31,75.1,-0.009,0.044,0.01,0,22.963,22.955,0.016,0.9,67.6,-0.016,0.056,0.011,0
5,2092.22,1060.66,149.5648457,69.1401868,24.029,24.438,0.018,1.0,61.2,0.015,0.042,0.011,0,22.713,22.703,0.014,1.14,77.0,0.005,0.006,0.005,0
6,3625.25,1284.6,149.5295731,69.1227169,24.851,25.431,0.03,1.18,36.7,0.074,0.133,0.016,0,22.694,22.682,0.014,0.91,77.4,0.006,0.004,0.001,0
7,3516.32,3518.67,149.4541654,69.1383228,24.158,24.442,0.019,1.07,56.8,0.014,0.094,0.0,0,23.258,23.249,0.019,0.89,56.6,0.016,0.071,0.0,0
8,2378.41,2010.11,149.5268275,69.1427296,24.214,24.537,0.02,1.14,54.0,0.015,0.174,0.007,0,23.194,23.185,0.019,1.14,57.6,0.027,0.021,0.011,0
9,4136.02,2336.51,149.4840113,69.1231355,24.366,24.757,0.022,1.09,49.5,0.004,0.04,0.0,0,23.111,23.101,0.018,1.08,60.8,0.014,0.09,0.0,0
10,3822.62,3695.01,149.4425721,69.1356672,24.042,24.156,0.022,0.98,48.8,0.02,0.057,0.109,2,23.596,23.589,0.031,0.84,35.4,-0.012,0.056,0.045,2
11,2705.57,2887.78,149.490553,69.1443004,24.428,24.831,0.023,1.14,47.7,0.014,0.069,0.013,0,23.134,23.124,0.018,0.99,60.5,0.001,0.024,0.0,0
12,1777.64,1118.08,149.5685113,69.1444323,24.633,25.075,0.028,1.11,38.6,0.021,0.023,0.0,2,23.186,23.176,0.019,0.91,58.2,0.018,0.061,0.0,0
13,2619.18,1208.51,149.5502615,69.1346359,24.681,25.086,0.026,1.13,41.5,-0.004,0.01,0.0,0,23.377,23.368,0.021,1.01,51.9,0.031,0.071,0.008,0
14,2380.01,1912.73,149.5301715,69.1420875,24.519,24.819,0.024,1.07,45.0,0.016,0.044,0.0,0,23.573,23.564,0.024,1.04,46.1,0.029,0.044,0.0,0
15,1830.21,3906.56,149.4709332,69.1616011,25.505,26.078,0.044,1.0,24.7,0.027,0.207,0.001,0,23.398,23.387,0.021,1.14,52.3,0.008,0.095,0.002,0
16,738.7,3018.69,149.5213201,69.1693962,24.611,24.87,0.026,1.12,42.2,0.041,0.154,0.0,0,23.784,23.776,0.027,0.98,40.1,0.015,0.078,0.0,0
17,2797.6,3405.75,149.4709534,69.1464706,24.844,25.223,0.029,0.95,37.6,0.042,0.045,0.0,0,23.635,23.626,0.024,1.01,45.1,0.037,0.049,0.001,0
18,2197.0,1004.65,149.564902,69.1385367,25.05,25.507,0.033,1.05,33.2,0.023,0.07,0.0,0,23.538,23.528,0.023,1.02,47.9,0.044,0.049,0.0,0
19,3547.8,4083.32,149.4340333,69.1415335,26.584,27.258,0.095,0.93,11.4,0.107,0.192,0.013,0,23.516,23.503,0.022,1.1,49.3,0.004,-0.002,0.005,0
20,341.07,2653.21,149.5411424,69.1719635,24.922,25.307,0.031,1.05,35.0,0.024,0.079,0.0,0,23.692,23.682,0.025,1.03,42.7,0.026,0.032,0.0,0
21,3278.94,453.63,149.5645374,69.1216728,25.015,25.415,0.032,0.99,34.1,0.012,0.109,0.0,0,23.729,23.719,0.025,1.01,42.7,0.017,0.048,0.0,0
22,1643.95,646.25,149.5872512,69.14306,25.008,25.385,0.032,1.08,34.4,0.012,0.046,0.0,0,23.805,23.796,0.026,1.13,41.3,-0.008,0.109,0.0,0
23,3768.09,2161.12,149.4966745,69.1265546,25.035,25.423,0.036,1.13,30.4,0.026,0.057,0.0,2,23.792,23.783,0.029,1.1,37.8,0.014,0.08,0.0,2
24,3790.27,3723.76,149.4421549,69.1362497,25.074,25.456,0.033,1.01,32.4,0.042,-0.043,0.0,0,23.852,23.843,0.028,0.98,39.3,0.027,0.101,0.006,0
25,635.27,722.16,149.602773,69.155978,24.983,25.32,0.031,1.06,34.8,0.024,0.247,0.001,0,23.916,23.908,0.029,1.03,37.9,0.041,-0.039,0.001,0
26,2141.85,3106.22,149.4930931,69.1526488,24.736,24.872,0.027,0.98,40.2,0.023,0.058,0.0,0,24.235,24.228,0.035,0.97,31.0,0.024,0.03,0.0,0
27,1146.41,3021.91,149.513884,69.1643885,24.983,25.314,0.033,1.21,32.8,0.009,0.04,0.005,0,23.94,23.931,0.03,1.08,36.0,0.038,0.057,0.003,0
28,2263.92,2934.03,149.4968713,69.1500437,25.041,25.395,0.033,0.98,32.9,0.009,0.053,0.0,0,23.919,23.91,0.029,0.93,37.6,0.02,-0.041,0.001,0
29,1611.32,883.99,149.579607,69.1449843,24.998,25.327,0.032,0.99,34.2,0.023,0.142,0.0,0,23.962,23.953,0.03,1.23,36.8,0.046,0.0,0.0,0
30,3806.07,414.9,149.5564155,69.1149263,24.96,25.254,0.031,1.0,35.1,-0.005,0.082,0.004,0,24.032,24.023,0.03,0.92,36.1,0.001,0.031,0.002,0
31,3906.19,2785.6,149.472578,69.1288367,25.192,25.607,0.036,1.06,29.9,-0.004,0.194,0.002,0,23.85,23.84,0.028,1.08,39.4,-0.01,0.028,0.003,0
32,2066.09,652.83,149.5794333,69.1378988,25.076,25.425,0.033,1.05,33.1,0.03,0.098,0.0,0,23.969,23.96,0.029,1.0,37.4,0.003,0.095,0.0,0
