,X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
42,764.85,3197.5,203.9842142,-29.9347276,24.483,24.897,0.018,1.19,61.0,0.012,0.015,0.0,0,23.146,23.136,0.017,1.13,65.5,0.023,0.056,0.0,0
43,4157.61,3403.71,203.9518585,-29.9727157,24.347,24.647,0.016,1.05,65.9,-0.001,0.1,0.0,0,23.4,23.392,0.019,0.96,57.6,0.006,0.052,0.0,0
44,1211.98,2136.48,203.994591,-29.9479531,24.501,24.906,0.026,1.81,42.5,0.018,0.162,0.021,0,23.194,23.185,0.024,2.88,45.5,-0.019,0.344,0.035,0
45,2492.01,900.42,204.0000664,-29.9722096,24.202,24.323,0.015,1.26,71.0,0.002,0.039,0.004,0,23.738,23.73,0.023,1.12,47.9,0.039,0.095,0.002,0
46,1611.1,3919.25,203.9671293,-29.93914,24.707,25.16,0.021,1.12,50.7,0.052,0.093,0.0,2,23.21,23.2,0.017,1.19,62.6,0.024,0.027,0.0,2
47,1299.73,2128.1,203.9939389,-29.9490393,25.108,25.669,0.037,1.34,29.2,0.026,0.024,0.001,0,23.074,23.063,0.023,4.84,47.6,-0.035,0.253,0.147,0
48,3253.96,3818.84,203.9541551,-29.959047,24.829,25.299,0.021,1.02,51.0,0.013,0.05,0.0,0,23.26,23.25,0.017,0.95,63.8,0.015,0.029,0.0,0
49,4153.69,3008.88,203.9572049,-29.9756533,24.511,24.823,0.018,1.12,60.0,-0.006,0.083,0.0,0,23.526,23.517,0.02,1.19,53.9,-0.029,0.093,0.0,0
50,2149.56,3382.93,203.9696493,-29.9494679,25.804,26.451,0.04,0.97,27.0,0.011,0.08,0.001,0,23.097,23.084,0.016,0.98,69.5,0.015,-0.026,0.0,0
51,2852.68,2356.99,203.9773218,-29.9654135,25.272,25.852,0.029,0.95,37.6,0.033,0.072,0.001,0,23.122,23.11,0.016,1.13,67.0,0.021,0.0,0.003,0
52,1192.37,3929.43,203.9706426,-29.9341824,24.992,25.499,0.024,1.21,45.8,0.043,0.03,0.0,0,23.249,23.239,0.017,1.22,63.9,0.017,0.085,0.0,0
53,2528.6,1781.34,203.987893,-29.9659836,24.494,24.767,0.018,1.26,61.2,0.004,0.065,0.001,0,23.629,23.62,0.021,1.15,50.7,0.006,0.073,0.004,0
54,3184.85,828.96,203.9949883,-29.9808263,25.117,25.654,0.025,1.17,42.7,-0.008,0.086,0.002,0,23.22,23.209,0.017,1.13,65.2,0.013,0.025,0.004,0
55,402.64,3345.56,203.9853793,-29.929387,24.817,25.259,0.021,1.05,50.5,-0.004,0.097,0.0,0,23.37,23.361,0.019,1.1,58.7,0.021,0.05,0.0,0
56,2693.3,1361.44,203.9921076,-29.9710747,25.517,26.121,0.033,1.07,32.6,-0.006,0.095,0.018,0,23.195,23.183,0.017,1.14,65.4,0.006,0.072,0.013,0
57,1019.9,522.7,204.0179794,-29.9578986,24.774,25.176,0.02,1.07,53.1,-0.002,0.074,0.0,0,23.484,23.474,0.019,1.1,56.0,0.009,0.117,0.001,0
58,983.84,3746.77,203.9749172,-29.9331315,24.652,24.981,0.019,1.17,56.4,0.011,0.048,0.001,0,23.613,23.604,0.021,1.06,51.5,0.003,0.083,0.001,0
59,1487.23,944.2,204.0082348,-29.9601649,25.536,26.138,0.034,1.15,32.3,0.017,0.174,0.008,0,23.226,23.214,0.017,1.09,64.6,0.016,0.008,0.006,0
60,4076.12,1612.54,203.9766712,-29.9852978,25.71,26.334,0.038,1.2,28.3,-0.015,0.079,0.009,0,23.226,23.214,0.017,1.05,64.4,-0.006,0.065,0.007,0
61,3398.01,1788.72,203.9802135,-29.9760626,24.762,25.15,0.021,1.07,52.1,0.033,0.061,0.001,0,23.521,23.512,0.02,1.09,53.7,0.032,-0.05,0.014,0
62,3166.12,3001.86,203.9659122,-29.9641956,24.595,24.867,0.019,1.13,56.8,0.02,0.018,0.047,0,23.729,23.721,0.023,0.96,47.7,0.016,0.071,0.0,0
63,1642.78,4173.4,203.9634347,-29.9375893,24.7,25.017,0.028,1.02,38.4,0.045,0.129,0.004,0,23.698,23.689,0.032,1.01,34.2,0.029,0.189,0.0,0
64,2124.94,1361.46,203.9970618,-29.9644488,24.908,25.303,0.023,0.94,48.0,0.014,0.089,0.004,0,23.644,23.635,0.022,1.03,50.3,0.018,0.0,0.013,0
65,3856.12,219.08,203.9973444,-29.9932574,25.677,26.27,0.038,0.89,28.5,0.045,0.194,0.005,2,23.439,23.428,0.019,1.09,56.6,0.013,0.007,0.002,0
66,2658.45,3176.77,203.9679858,-29.9569569,25.617,26.193,0.041,1.07,26.8,0.042,0.161,0.0,2,23.492,23.481,0.021,1.06,52.3,0.022,0.003,0.0,2
67,2179.68,455.74,204.0087734,-29.971926,24.846,25.165,0.021,0.89,51.0,-0.004,0.086,0.001,0,23.838,23.829,0.024,1.0,44.9,-0.011,0.044,0.007,0
68,2413.5,1470.41,203.9930803,-29.96699,25.031,25.46,0.025,1.11,44.0,0.03,0.021,0.011,0,23.635,23.625,0.022,0.94,50.2,0.011,0.065,0.022,0
69,3633.58,3042.12,203.961294,-29.96934,26.074,26.714,0.049,1.03,22.2,-0.015,0.337,0.008,0,23.439,23.426,0.019,1.01,57.2,-0.009,0.013,0.006,0
70,1955.32,1890.38,203.9914232,-29.9584771,24.745,24.993,0.021,1.14,51.2,0.02,0.106,0.0,0,23.949,23.941,0.027,1.11,39.9,0.037,0.064,0.0,0
71,2964.44,4188.44,203.9517081,-29.9528799,24.824,25.103,0.03,0.99,36.4,-0.004,0.113,0.0,0,23.942,23.934,0.035,1.1,30.6,-0.035,-0.013,0.001,0
72,3256.82,3099.95,203.9638016,-29.9645118,24.831,25.122,0.022,1.14,50.4,0.012,0.062,0.003,0,23.909,23.9,0.026,1.13,42.2,0.014,-0.045,0.001,0
73,1592.2,1697.39,203.997185,-29.9557014,25.287,25.789,0.029,1.07,36.9,0.035,0.038,0.013,0,23.569,23.559,0.021,0.86,51.7,0.044,0.054,0.007,0
74,2639.57,3526.88,203.9634404,-29.9540919,25.068,25.455,0.028,1.06,39.4,0.023,0.087,0.001,2,23.827,23.818,0.024,0.99,44.9,0.026,0.151,0.009,0
75,58.84,492.86,204.0267542,-29.9469184,25.003,25.355,0.024,1.01,45.6,-0.019,0.057,0.0,0,23.891,23.882,0.025,1.06,43.3,0.036,-0.013,0.0,0
76,774.85,2811.01,203.9893261,-29.9377631,25.56,26.112,0.035,1.11,30.8,0.001,0.144,0.0,0,23.579,23.568,0.021,1.0,50.7,0.033,0.014,0.0,0
77,59.74,523.28,204.026337,-29.9466992,26.452,27.112,0.065,1.1,16.8,0.04,0.389,0.001,0,23.59,23.577,0.021,1.13,52.3,0.009,0.06,0.0,0
78,3720.07,639.69,203.9928692,-29.988495,25.353,25.847,0.034,1.09,31.9,-0.013,-0.031,0.001,2,23.675,23.665,0.025,1.08,43.8,0.008,0.161,0.0,2
79,1865.19,3414.07,203.9717096,-29.945918,24.874,25.123,0.022,1.06,49.1,-0.007,0.1,0.002,0,24.077,24.069,0.028,1.05,38.6,-0.01,0.121,0.0,0
80,3037.97,2918.05,203.9681573,-29.9633351,25.7,26.276,0.037,1.07,29.0,-0.031,0.081,0.0,0,23.572,23.56,0.021,1.06,52.5,0.007,0.004,0.0,0
81,2110.59,4130.97,203.9599267,-29.9433624,24.79,24.896,0.021,1.08,51.9,0.029,0.047,0.0,0,24.362,24.355,0.034,0.9,32.3,0.025,0.09,0.002,0
82,3849.4,1819.53,203.9758628,-29.9810915,25.186,25.622,0.027,0.96,39.8,0.002,0.141,0.0,0,23.763,23.753,0.024,1.04,46.1,0.029,0.112,0.0,0
83,2780.51,2832.56,203.9715524,-29.9609799,24.787,24.888,0.03,1.15,36.3,0.026,0.077,0.0,0,24.369,24.362,0.037,1.07,29.3,0.011,0.068,0.0,2
84,2123.71,3654.17,203.9662259,-29.9471175,24.87,25.035,0.024,1.04,45.6,0.024,0.071,0.009,0,24.297,24.289,0.032,0.96,33.5,0.03,0.03,0.007,0
85,4012.34,2420.31,203.9663573,-29.9784524,25.735,26.299,0.042,1.06,25.6,0.001,0.07,0.013,0,23.684,23.673,0.023,0.88,47.1,0.015,0.05,0.019,0
86,3686.35,2272.42,203.9711903,-29.9757699,24.941,25.182,0.033,1.08,32.6,-0.005,0.116,0.0,0,24.167,24.159,0.043,1.69,25.2,0.025,0.543,0.026,0
87,3647.46,119.34,204.0005062,-29.991578,25.461,25.948,0.045,1.09,24.0,-0.021,0.168,0.003,0,23.818,23.808,0.034,1.04,31.9,0.037,-0.018,0.002,0
88,2975.8,3246.03,203.9642868,-29.9601327,25.554,26.068,0.034,1.06,31.7,0.022,0.219,0.0,0,23.781,23.771,0.023,1.04,46.6,-0.001,-0.055,0.0,0
89,648.93,3437.58,203.9819951,-29.931563,25.048,25.299,0.028,1.06,38.6,0.04,0.046,0.015,2,24.244,24.236,0.032,1.06,34.2,0.007,0.036,0.002,0
90,4040.52,3353.03,203.9535616,-29.971734,25.19,25.536,0.027,1.03,39.6,0.0,0.022,0.0,0,24.095,24.086,0.029,1.17,37.5,0.031,0.134,0.0,0
91,2168.23,3481.13,203.9681655,-29.9489437,25.468,25.924,0.032,0.91,33.8,0.022,0.025,0.0,0,23.958,23.948,0.026,1.04,41.6,0.03,-0.012,0.001,0
92,914.28,561.74,204.0183743,-29.9563724,25.771,26.303,0.039,0.92,27.8,0.012,0.251,0.007,0,23.905,23.894,0.025,0.95,43.5,0.015,-0.037,0.0,0
93,2157.3,1598.16,203.9935946,-29.9630386,25.407,25.804,0.044,1.09,24.4,0.055,0.207,0.049,0,24.133,24.123,0.029,1.05,37.0,0.023,0.164,0.015,0
94,1611.06,1550.99,203.9989905,-29.9570268,25.058,25.226,0.025,0.95,43.4,0.013,-0.032,0.009,0,24.477,24.47,0.037,1.1,29.3,0.064,0.191,0.007,0
95,3919.07,1309.32,203.9821215,-29.9857574,25.275,25.626,0.029,1.02,37.5,0.001,0.059,0.001,0,24.16,24.151,0.03,1.07,36.1,0.048,0.069,0.0,0
96,1981.95,1984.84,203.9899201,-29.9580742,25.165,25.432,0.027,1.14,40.1,0.001,0.067,0.001,0,24.316,24.308,0.034,1.12,32.4,-0.006,0.122,0.022,0
97,605.58,357.32,204.0238149,-29.9543163,25.326,25.669,0.029,1.07,37.6,0.012,0.149,0.0,0,24.242,24.233,0.031,1.1,35.2,0.033,0.032,0.001,0
98,933.13,3239.48,203.9821828,-29.9363722,25.114,25.23,0.026,1.04,42.0,0.017,0.078,0.003,0,24.662,24.655,0.041,1.15,26.4,-0.023,0.094,0.001,0
99,573.01,3240.51,203.9853076,-29.9321665,25.1,25.175,0.026,1.12,42.3,0.018,-0.08,0.0,0,24.741,24.734,0.044,1.17,24.5,0.052,0.386,0.0,0
100,3843.64,3859.73,203.948462,-29.9656106,25.248,25.502,0.028,0.88,38.9,0.001,0.057,0.0,0,24.436,24.428,0.035,1.19,30.9,-0.002,0.065,0.0,0
101,3250.99,1067.84,203.9911967,-29.9797933,25.487,25.893,0.032,1.02,33.7,0.004,0.123,0.001,0,24.178,24.168,0.03,1.11,36.5,0.017,0.069,0.0,0
102,4035.78,274.36,203.9950338,-29.9949343,25.295,25.571,0.029,1.17,37.8,0.036,0.057,0.0,0,24.419,24.411,0.034,1.03,31.8,-0.013,0.21,0.0,0
103,1345.93,288.15,204.0182949,-29.9634706,25.722,26.202,0.037,1.08,29.0,0.047,0.154,0.001,0,24.11,24.1,0.028,1.1,38.3,0.014,0.066,0.045,0
104,944.63,3982.77,203.9720847,-29.9308918,25.351,25.662,0.03,1.02,36.6,0.004,0.099,0.0,0,24.367,24.358,0.039,1.26,27.6,0.04,0.051,0.002,2
105,3535.12,3319.97,203.9584144,-29.9660932,25.251,25.48,0.028,0.99,38.9,0.003,-0.002,0.0,0,24.508,24.5,0.037,0.93,29.3,-0.001,0.066,0.0,0
106,1575.2,2487.54,203.986702,-29.949536,25.064,25.036,0.026,1.03,42.4,0.02,0.027,0.024,0,25.217,25.211,0.064,1.13,17.1,-0.007,0.399,0.001,0
107,1504.18,2344.53,203.9892451,-29.9497882,25.09,25.092,0.026,1.1,42.3,-0.018,0.168,0.013,0,25.062,25.056,0.057,1.04,19.2,0.027,0.243,0.006,0
108,1981.64,3289.7,203.9723675,-29.9482149,26.291,26.886,0.057,0.98,18.9,-0.002,0.26,0.032,0,24.029,24.017,0.028,1.02,39.4,0.007,0.029,0.041,0
109,2853.21,1182.23,203.9931252,-29.9742923,27.432,28.118,0.14,0.9,7.8,-0.006,0.055,0.0,0,24.113,24.099,0.029,0.96,37.2,0.009,0.136,0.0,0
110,2068.61,2815.09,203.9779942,-29.9528137,25.116,25.098,0.026,1.03,41.9,-0.007,-0.006,0.0,0,25.198,25.193,0.062,1.13,17.6,0.028,0.273,0.002,0
111,2237.34,3690.76,203.964743,-29.9481655,25.24,25.382,0.03,1.03,36.5,0.032,-0.043,0.0,0,24.724,24.716,0.049,1.12,22.3,0.044,0.293,0.001,2
112,3977.13,2622.73,203.9639407,-29.9765128,25.133,25.114,0.027,1.14,40.7,0.003,0.063,0.041,0,25.224,25.218,0.063,1.02,17.2,-0.014,-0.04,0.054,0
113,2120.31,1599.87,203.993894,-29.9625944,25.317,25.557,0.029,1.0,37.2,-0.002,0.053,0.001,0,24.546,24.538,0.038,1.02,28.2,0.031,0.008,0.003,0
114,522.16,871.97,204.0176163,-29.9494586,26.797,27.442,0.096,1.12,11.3,0.09,0.23,0.001,2,24.104,24.092,0.033,0.92,33.2,0.01,0.175,0.001,2
115,1988.16,3336.22,203.9716848,-29.9479395,25.332,25.561,0.03,1.0,36.8,0.002,0.007,0.0,0,24.591,24.583,0.039,0.99,27.7,-0.003,0.092,0.0,0
116,784.14,3199.84,203.9840146,-29.9349348,25.255,25.383,0.028,1.03,38.4,0.033,0.133,0.009,0,24.776,24.768,0.045,0.99,24.0,0.015,-0.072,0.006,0
117,903.17,3448.54,203.9796318,-29.9344439,25.33,25.548,0.03,1.13,35.9,0.016,0.023,0.0,0,24.618,24.611,0.041,1.12,26.4,0.089,0.12,0.001,0
118,1238.58,2414.93,203.9906129,-29.9461603,25.411,25.724,0.032,1.07,34.0,0.032,0.09,0.002,0,24.425,24.416,0.038,1.1,28.6,0.02,0.134,0.013,0
119,3007.45,2048.9,203.9801179,-29.9695447,25.905,26.419,0.044,0.9,24.8,0.006,0.4,0.0,0,24.128,24.117,0.029,1.05,37.1,0.006,-0.024,0.003,0
120,1051.08,3620.12,203.9760347,-29.934872,25.422,25.703,0.031,1.02,34.9,0.002,0.101,0.001,0,24.529,24.521,0.038,1.12,28.7,0.03,0.227,0.002,0
121,305.89,3570.74,203.9831937,-29.9265585,25.341,25.532,0.03,1.12,36.1,0.01,0.146,0.008,0,24.699,24.692,0.043,0.91,25.5,-0.005,0.082,0.027,0
122,3287.07,3983.76,203.9516478,-29.9581867,25.743,26.188,0.038,1.0,28.2,0.028,0.13,0.0,0,24.282,24.272,0.031,0.92,34.6,0.007,0.042,0.0,0
123,2305.18,3634.71,203.9649055,-29.9493797,25.442,25.706,0.032,0.96,34.4,0.017,-0.022,0.002,0,24.599,24.591,0.039,1.01,27.7,-0.014,0.346,0.004,0
124,4029.15,3332.41,203.9539382,-29.9717572,25.431,25.692,0.034,0.91,32.2,0.027,0.117,0.002,0,24.598,24.59,0.045,0.98,24.2,0.002,0.061,0.001,2
125,3461.23,4019.06,203.9496539,-29.9599498,25.434,25.68,0.031,1.07,35.0,0.011,0.073,0.011,0,24.645,24.637,0.04,1.03,27.1,0.021,0.182,0.0,0
126,559.21,2916.24,203.9897898,-29.9344546,25.48,25.78,0.034,1.01,32.4,0.0,0.332,0.007,0,24.529,24.521,0.04,1.3,27.1,0.023,0.094,0.0,0
127,2435.32,1619.88,203.9908788,-29.9661156,25.227,25.178,0.028,1.09,38.9,0.017,0.028,0.0,0,25.575,25.569,0.081,1.04,13.4,0.043,-0.015,0.005,0
128,1861.51,4121.8,203.9622217,-29.9405285,26.201,26.756,0.053,1.06,20.5,0.004,0.358,0.0,0,24.205,24.194,0.03,1.08,35.9,-0.007,0.148,0.0,0
129,135.84,1952.2,204.006448,-29.9367988,25.324,25.458,0.031,1.02,35.0,0.045,-0.036,0.022,0,24.829,24.822,0.049,0.97,22.0,0.005,0.165,0.025,0
130,626.51,2378.47,203.9964377,-29.9393004,25.23,25.192,0.028,1.12,38.1,0.022,0.031,0.0,0,25.469,25.464,0.077,1.22,14.2,0.03,0.163,0.001,0
131,4018.6,3837.57,203.947234,-29.9678172,25.267,25.252,0.029,0.99,37.9,0.011,-0.003,0.0,0,25.334,25.328,0.067,0.97,16.3,0.02,0.202,0.0,0
132,1164.77,3915.2,203.9710746,-29.9339682,25.497,25.757,0.032,1.03,33.7,-0.022,0.084,0.0,0,24.67,24.661,0.041,1.03,26.4,0.012,0.064,0.0,0
133,1778.17,3199.75,203.9753513,-29.9465226,25.385,25.494,0.031,0.96,34.7,0.037,0.015,0.0,0,24.947,24.94,0.051,1.15,21.1,-0.001,0.138,0.0,0
134,1084.65,2138.79,203.9956696,-29.9464512,25.312,25.324,0.042,1.2,25.8,0.018,0.099,0.008,0,25.232,25.226,0.091,1.1,11.9,0.083,0.176,0.001,0
135,2963.39,3718.89,203.9580337,-29.9564155,25.49,25.705,0.033,0.99,32.8,0.036,0.313,0.045,0,24.789,24.781,0.044,0.92,24.6,-0.015,0.049,0.01,0
136,3041.71,2821.53,203.9694233,-29.9641078,25.286,25.256,0.033,0.98,32.8,0.025,0.021,0.006,2,25.462,25.456,0.078,0.99,14.0,-0.023,0.285,0.007,0
137,1416.16,2227.37,203.9915886,-29.9496469,25.744,26.152,0.04,1.15,27.0,-0.018,0.167,0.0,0,24.427,24.418,0.037,1.0,29.7,-0.004,0.245,0.004,0
138,3192.4,1123.89,203.9909532,-29.978687,25.629,25.962,0.035,1.07,30.6,-0.021,-0.065,0.016,0,24.573,24.564,0.039,1.18,28.1,0.054,0.138,0.026,0
139,933.56,4017.45,203.9717147,-29.9305008,25.439,25.521,0.031,1.13,34.8,-0.019,-0.039,0.003,0,25.067,25.06,0.054,1.03,20.2,-0.01,0.227,0.001,0
140,2203.08,2345.11,203.983145,-29.957931,25.524,25.778,0.035,1.04,31.4,-0.023,0.252,0.002,0,24.713,24.705,0.046,1.14,23.8,-0.007,0.188,0.002,0
141,2119.87,688.23,204.0061658,-29.9694733,26.383,26.952,0.059,1.03,18.5,0.012,0.023,0.002,0,24.299,24.288,0.032,1.16,34.2,0.003,0.059,0.019,0
142,4197.97,4219.64,203.9405294,-29.9670204,25.401,25.363,0.031,1.05,35.3,-0.016,-0.137,0.007,0,25.643,25.637,0.082,1.13,13.3,0.013,0.588,0.004,0
143,3576.95,3145.2,203.960401,-29.9679012,25.441,25.433,0.032,1.06,33.8,0.018,0.055,0.028,0,25.467,25.461,0.103,1.04,10.5,-0.004,0.125,0.014,0
144,3658.48,3307.83,203.9575019,-29.9676227,25.409,25.402,0.031,0.97,34.8,0.004,0.056,0.002,0,25.424,25.418,0.071,1.07,15.2,-0.009,0.007,0.002,0
145,3483.69,3524.03,203.9561176,-29.963952,25.602,25.867,0.035,1.03,30.8,-0.003,0.052,0.001,0,24.761,24.753,0.044,0.91,24.7,-0.004,0.09,0.0,0
146,689.61,1139.45,204.0125581,-29.9493915,25.696,26.032,0.038,1.0,28.4,0.033,0.126,0.013,0,24.631,24.623,0.041,1.05,26.2,-0.002,0.143,0.04,0
