X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
4111.27,2071.86,35.6564272,42.3516422,19.91,20.051,0.001,2.99,1552.9,0.089,0.006,0.0,0,19.397,19.389,0.001,2.34,1320.7,0.059,0.004,0.0,0
2604.32,1124.47,35.6528998,42.3270598,21.743,22.292,0.002,2.05,614.6,0.059,0.042,0.0,2,19.782,19.771,0.001,1.4,1071.0,0.023,0.019,0.0,2
2499.59,108.32,35.6366264,42.3195433,21.822,22.294,0.002,2.41,611.0,0.033,0.029,0.0,0,20.248,20.238,0.001,1.73,880.8,0.013,0.025,0.0,0
4022.85,119.53,35.6242183,42.3386062,21.468,21.637,0.002,1.98,697.1,0.017,0.009,0.001,0,20.886,20.878,0.002,1.51,595.7,0.002,0.024,0.001,0
2282.09,370.51,35.6428462,42.3184337,21.973,22.336,0.002,1.97,573.6,0.036,0.012,0.0,0,20.82,20.811,0.002,1.53,672.0,0.016,0.02,0.0,0
3680.85,903.26,35.6402682,42.339133,22.208,22.327,0.002,1.32,445.1,-0.004,0.03,0.011,0,21.75,21.743,0.003,1.68,339.6,-0.027,0.051,0.016,0
2996.91,1477.94,35.6556179,42.3341157,23.269,23.826,0.004,1.59,289.5,0.028,0.034,0.003,0,21.257,21.246,0.002,1.27,537.9,0.025,0.003,0.002,0
3048.42,99.34,35.631937,42.3263322,22.5,22.727,0.003,1.49,381.5,-0.006,0.034,0.005,2,21.762,21.754,0.003,1.75,371.8,-0.012,0.017,0.004,0
3064.54,614.85,35.640499,42.3296846,23.564,24.152,0.005,1.41,234.1,0.003,0.054,0.004,0,21.362,21.35,0.002,1.82,493.6,0.0,0.029,0.002,0
3946.78,1129.05,35.6418785,42.3438293,22.876,23.255,0.004,1.79,287.0,-0.012,0.034,0.011,0,21.665,21.656,0.003,1.83,338.8,-0.023,0.105,0.01,0
3149.14,1389.16,35.6528618,42.3354717,24.028,24.673,0.006,1.42,185.8,0.032,0.023,0.003,0,21.342,21.329,0.002,1.33,492.1,0.005,0.029,0.001,2
3486.4,2263.75,35.6648308,42.3450214,23.718,24.316,0.005,1.18,231.7,0.016,0.039,0.001,2,21.436,21.424,0.002,1.12,496.7,0.011,0.003,0.001,0
4038.37,1695.98,35.650687,42.3484363,23.181,23.615,0.004,1.44,274.6,0.009,0.027,0.004,0,21.762,21.753,0.003,1.5,379.5,-0.015,0.023,0.004,0
2890.37,1270.04,35.6529912,42.3315167,24.271,24.904,0.007,1.44,158.0,0.022,0.032,0.003,0,21.699,21.686,0.003,1.32,427.4,0.015,0.026,0.001,0
3561.59,2085.43,35.6612003,42.3448698,24.594,25.216,0.008,1.32,132.0,0.029,-0.006,0.008,0,22.122,22.11,0.003,1.2,341.2,0.019,0.018,0.004,0
