,X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
25,2776.68,2552.69,359.4684262,-32.4960591,24.931,25.323,0.031,1.11,35.1,-0.006,0.044,0.0,0,23.676,23.667,0.025,1.0,43.3,0.015,0.079,0.0,0
26,3306.3,3390.84,359.455177,-32.5041075,24.898,25.267,0.03,1.01,36.5,-0.011,0.013,0.0,0,23.722,23.713,0.025,0.93,42.8,0.03,0.051,0.0,0
27,3819.08,3070.7,359.4609518,-32.5109474,24.746,25.029,0.028,1.04,38.8,0.035,0.071,0.0,0,23.847,23.839,0.028,1.14,38.6,0.031,0.022,0.001,0
28,1931.42,2245.95,359.472623,-32.4840818,25.192,25.671,0.038,1.19,28.9,0.007,0.127,0.013,0,23.583,23.573,0.024,1.16,45.8,-0.011,0.01,0.002,0
29,2591.94,3534.88,359.452097,-32.4943247,24.831,25.15,0.029,1.0,37.8,0.014,-0.003,0.001,0,23.824,23.816,0.027,1.07,40.3,-0.002,0.085,0.0,0
30,1771.49,1545.06,359.4839821,-32.4812729,24.955,25.333,0.031,1.0,35.4,-0.006,-0.053,0.0,0,23.753,23.743,0.026,1.01,42.1,0.018,0.079,0.005,0
31,1142.05,996.72,359.4923627,-32.4720829,24.785,25.042,0.027,1.08,39.8,0.032,0.131,0.0,0,23.962,23.954,0.029,1.11,37.3,0.026,-0.039,0.005,0
32,2614.09,3057.32,359.4599689,-32.49423,24.934,25.297,0.032,0.99,34.4,0.007,0.11,0.012,0,23.783,23.774,0.026,1.01,41.0,0.012,-0.012,0.001,0
33,3475.8,2909.16,359.4632647,-32.5060521,24.584,24.651,0.025,0.96,43.7,0.017,0.103,0.006,0,24.244,24.238,0.035,0.93,30.6,-0.017,-0.08,0.002,0
34,3430.42,1391.77,359.4881641,-32.5041425,24.955,25.308,0.031,1.04,35.5,0.013,0.054,0.006,0,23.837,23.828,0.027,1.18,40.5,-0.012,0.049,0.0,0
35,3977.03,791.08,359.4985876,-32.5112123,24.932,25.266,0.03,0.87,36.5,0.008,0.028,0.002,0,23.874,23.866,0.027,1.01,39.6,0.026,0.097,0.002,0
36,3593.26,3859.97,359.4477508,-32.5084804,25.0,25.377,0.032,0.99,34.1,0.021,0.059,0.007,0,23.797,23.787,0.026,0.85,41.2,0.012,0.062,0.002,0
37,398.99,287.79,359.5032661,-32.461181,25.029,25.399,0.032,1.19,34.0,0.038,0.063,0.001,0,23.853,23.844,0.027,1.05,40.4,0.002,0.109,0.002,0
38,1981.18,2493.99,359.468596,-32.4849808,24.902,25.236,0.031,0.99,35.5,-0.007,0.131,0.001,0,23.844,23.836,0.028,1.15,38.9,0.021,0.051,0.001,0
39,3790.39,3313.3,359.4569347,-32.5107538,25.005,25.383,0.032,0.98,33.6,0.012,0.075,0.001,0,23.8,23.791,0.027,1.04,40.4,0.03,0.009,0.001,0
40,2431.21,3546.86,359.4517398,-32.4921064,24.932,25.263,0.031,1.02,35.5,0.004,-0.04,0.0,0,23.884,23.875,0.028,1.16,38.9,0.008,0.088,0.0,0
41,3691.92,2111.01,359.4766021,-32.5083754,25.044,25.429,0.033,1.03,32.9,0.025,0.075,0.0,0,23.815,23.806,0.027,0.92,40.0,-0.004,0.021,0.03,0
42,4032.28,302.44,359.5066764,-32.5115642,25.087,25.47,0.033,1.15,33.2,-0.011,-0.025,0.0,0,23.863,23.854,0.027,1.2,40.1,0.036,0.074,0.0,0
43,2324.69,802.13,359.4967471,-32.488314,25.041,25.404,0.032,1.01,33.4,0.018,0.082,0.096,0,23.885,23.876,0.028,1.0,39.2,0.024,-0.01,0.0,0
44,2598.62,3591.22,359.4511775,-32.4944647,24.948,25.277,0.031,0.97,35.3,0.016,0.163,0.001,0,23.907,23.898,0.028,0.92,38.2,0.034,0.079,0.003,0
45,1207.38,3639.91,359.448991,-32.4752173,25.03,25.395,0.035,1.04,31.4,0.045,0.071,0.001,0,23.873,23.864,0.029,1.07,37.9,0.017,0.092,0.0,0
46,2822.48,2808.62,359.464265,-32.4969097,25.067,25.461,0.034,0.99,32.3,0.015,0.164,0.0,0,23.802,23.793,0.027,1.02,40.3,0.01,0.093,0.0,0
47,4098.55,1323.92,359.4899494,-32.513348,25.009,25.355,0.032,1.06,34.2,0.009,0.016,0.0,0,23.91,23.902,0.028,0.93,38.5,-0.005,0.069,0.001,0
48,3542.11,3268.58,359.4574222,-32.507274,24.93,25.247,0.031,0.98,35.1,0.01,0.016,0.001,0,23.928,23.919,0.029,1.05,37.4,-0.029,0.069,0.004,0
49,3917.75,2969.38,359.4627161,-32.51223,25.333,25.812,0.041,1.1,26.4,0.036,-0.009,0.0,0,23.722,23.712,0.026,1.1,42.1,-0.004,0.125,0.0,0
50,4032.79,1078.7,359.493915,-32.5122288,25.12,25.511,0.034,1.05,31.9,-0.014,0.073,0.001,0,23.864,23.855,0.027,1.11,39.8,-0.015,0.063,0.0,0
51,765.07,811.97,359.4950205,-32.4667001,25.075,25.444,0.033,1.1,32.8,0.04,0.116,0.004,0,23.902,23.893,0.028,1.08,38.7,0.032,-0.009,0.003,0
52,1870.01,1450.12,359.4856412,-32.4825585,25.183,25.599,0.037,1.16,29.3,0.064,0.166,0.02,0,23.837,23.827,0.028,0.96,39.4,0.04,-0.064,0.017,0
53,1211.49,586.31,359.4991767,-32.4726982,25.054,25.404,0.032,1.07,34.0,0.017,0.041,0.0,0,23.945,23.936,0.029,0.99,38.0,0.043,0.13,0.0,0
54,1621.84,3753.57,359.4475359,-32.4810589,25.058,25.418,0.033,0.97,32.5,-0.001,0.075,0.016,0,23.917,23.907,0.029,0.97,37.7,0.006,0.074,0.029,0
55,2410.44,1188.55,359.4904819,-32.4898298,25.137,25.522,0.034,0.97,31.9,0.027,0.047,0.001,0,23.905,23.895,0.028,1.13,38.8,0.003,0.046,0.012,0
56,3737.07,2580.23,359.4689333,-32.5093972,25.098,25.483,0.034,0.95,31.5,-0.001,0.124,0.0,0,23.871,23.861,0.028,0.96,38.5,0.018,0.14,0.001,0
57,173.51,328.52,359.5023705,-32.4580895,25.127,25.496,0.034,1.05,31.9,0.032,0.117,0.001,0,23.954,23.945,0.029,1.04,38.1,-0.029,0.128,0.0,0
58,3714.81,436.5,359.5041534,-32.5072766,25.088,25.436,0.034,1.04,32.1,0.0,0.168,0.0,0,23.988,23.979,0.032,1.05,34.3,0.022,0.119,0.0,0
59,2990.34,2024.92,359.4773152,-32.4985761,25.069,25.421,0.034,1.17,32.3,0.025,-0.01,0.001,0,23.955,23.946,0.03,1.04,36.4,0.019,0.125,0.006,0
60,4086.96,3124.85,359.460329,-32.5147068,24.989,25.302,0.033,1.09,33.3,0.066,0.107,0.0,0,24.001,23.992,0.031,1.02,35.5,0.026,0.051,0.0,0
61,1246.0,1645.05,359.4818127,-32.474072,25.123,25.497,0.035,1.05,31.1,0.014,-0.039,0.0,0,23.932,23.923,0.029,1.22,37.0,0.068,0.077,0.0,0
62,2453.13,194.79,359.5068584,-32.4895801,25.108,25.459,0.033,1.04,32.9,0.02,0.089,0.0,0,23.996,23.987,0.029,1.08,37.5,0.014,0.068,0.0,0
63,3730.09,2681.86,359.4672556,-32.5093861,25.064,25.415,0.034,1.01,32.0,0.018,0.178,0.003,0,23.949,23.94,0.029,0.93,36.8,-0.007,0.232,0.001,0
64,1500.58,3144.8,359.4574201,-32.4788659,25.065,25.409,0.034,1.07,32.0,0.016,0.076,0.001,0,23.977,23.968,0.03,1.06,36.1,0.01,0.098,0.002,0
65,3462.39,3687.04,359.4504633,-32.5065207,25.143,25.516,0.035,1.04,31.0,0.031,0.043,0.002,0,23.954,23.945,0.029,1.16,37.3,-0.02,0.05,0.001,0
66,1990.32,3835.41,359.4465578,-32.4862363,25.08,25.416,0.034,1.06,32.3,0.035,0.16,0.0,0,24.018,24.009,0.031,1.15,35.5,0.034,0.064,0.0,0
67,3986.94,2953.51,359.4630461,-32.5131759,25.166,25.508,0.05,1.02,21.5,-0.05,0.05,0.002,0,24.083,24.074,0.032,0.94,33.6,0.018,0.086,0.0,0
68,1597.89,2832.94,359.4626425,-32.4799525,25.059,25.393,0.034,1.05,32.0,-0.01,0.186,0.031,0,24.001,23.992,0.031,0.94,35.1,0.011,0.054,0.0,0
69,215.63,134.09,359.5056073,-32.4585087,25.195,25.56,0.035,1.03,30.7,0.029,0.036,0.008,0,24.036,24.027,0.03,1.02,35.9,0.027,0.128,0.028,0
70,3745.43,584.17,359.5017565,-32.5078262,25.17,25.526,0.035,1.12,31.3,0.04,0.05,0.0,0,24.04,24.031,0.03,0.92,35.9,0.026,0.05,0.0,0
71,2808.65,1640.1,359.4834589,-32.4957322,25.073,25.368,0.047,1.21,23.2,0.044,0.071,0.018,0,24.139,24.131,0.033,1.13,33.4,0.001,0.131,0.005,0
72,1349.96,207.24,359.5055451,-32.4742967,25.28,25.67,0.036,1.17,29.8,-0.001,0.324,0.036,0,24.031,24.022,0.03,1.02,36.6,0.021,-0.011,0.0,0
73,2913.21,3425.06,359.4542225,-32.4986865,25.134,25.473,0.035,1.11,30.9,0.038,0.038,0.0,0,24.063,24.054,0.031,0.92,34.8,0.023,0.04,0.0,0
74,2209.02,3889.66,359.4458839,-32.489314,25.712,26.242,0.051,1.14,21.5,-0.01,0.038,0.0,0,23.854,23.843,0.027,1.02,39.8,-0.007,0.083,0.002,0
75,1427.23,2871.82,359.4618332,-32.4776192,25.229,25.616,0.04,1.1,27.3,-0.01,0.191,0.003,0,23.992,23.982,0.031,1.03,34.8,0.015,0.0,0.002,0
76,2519.08,3627.87,359.4504958,-32.4933928,25.085,25.394,0.034,1.03,31.7,0.048,0.148,0.001,0,24.109,24.1,0.033,1.13,33.2,0.009,0.03,0.001,0
77,2747.34,2880.29,359.4630119,-32.4959284,25.119,25.452,0.035,1.07,30.9,-0.003,0.205,0.005,0,24.069,24.06,0.032,0.98,34.3,-0.011,0.021,0.003,0
78,2032.27,774.08,359.4969147,-32.4842362,25.283,25.673,0.037,0.99,29.4,-0.009,0.168,0.002,0,24.033,24.024,0.03,0.97,36.2,0.01,0.008,0.009,0
79,2327.4,3558.69,359.4514419,-32.4906771,25.144,25.48,0.035,0.99,31.0,-0.008,-0.008,0.003,0,24.08,24.071,0.032,0.97,34.3,0.022,0.084,0.001,0
80,1639.56,4106.92,359.4417462,-32.4816013,25.179,25.517,0.037,0.99,29.5,0.049,-0.019,0.002,0,24.113,24.104,0.033,0.99,33.4,0.023,0.124,0.0,0
81,2846.59,3694.61,359.4497251,-32.4979895,25.144,25.465,0.035,1.01,31.4,-0.005,0.028,0.001,0,24.128,24.119,0.032,0.94,33.6,-0.021,0.066,0.008,0
82,2775.52,83.75,359.5090076,-32.4939555,25.388,25.804,0.039,1.07,27.9,0.006,-0.091,0.0,0,24.043,24.033,0.029,0.86,36.8,-0.008,0.128,0.0,0
83,3644.99,2660.48,359.467522,-32.5081882,25.254,25.642,0.038,0.95,28.5,-0.018,0.369,0.005,0,24.014,24.004,0.031,0.97,35.1,0.013,-0.031,0.018,0
84,3720.16,4041.03,359.4449005,-32.5103918,25.107,25.395,0.034,0.92,31.5,0.035,0.076,0.0,0,24.194,24.186,0.034,0.98,32.1,0.035,0.037,0.0,0
85,3706.38,1913.15,359.4798694,-32.5084089,25.196,25.539,0.036,1.08,30.0,-0.003,0.178,0.003,0,24.111,24.103,0.032,1.02,33.6,0.014,0.141,0.002,0
86,3191.59,3718.63,359.4496741,-32.5027928,25.211,25.557,0.036,0.95,29.8,0.044,0.128,0.002,0,24.115,24.106,0.032,0.95,33.7,0.015,0.07,0.0,0
87,3430.82,1107.27,359.4928413,-32.5039074,25.277,25.645,0.037,1.04,29.2,0.014,0.101,0.005,0,24.106,24.097,0.031,0.98,34.5,-0.026,0.014,0.004,0
88,3200.46,1146.81,359.4919603,-32.5007472,25.165,25.472,0.035,0.91,31.3,0.005,0.091,0.001,0,24.194,24.185,0.033,1.03,32.6,0.0,0.05,0.004,0
89,3904.87,627.39,359.5012062,-32.5100733,25.192,25.508,0.035,1.02,30.6,0.016,0.142,0.024,0,24.192,24.184,0.034,0.94,32.4,0.039,0.05,0.002,0
90,3063.15,3718.46,359.4495489,-32.501012,25.187,25.513,0.036,0.97,30.1,0.042,0.013,0.002,0,24.158,24.149,0.033,1.02,32.8,0.019,0.053,0.0,0
91,3855.3,4166.32,359.4429752,-32.5123707,25.207,25.535,0.037,0.91,29.6,0.021,0.149,0.001,0,24.169,24.16,0.033,0.94,32.7,0.025,0.099,0.0,0
92,3137.54,938.66,359.4953188,-32.4996988,26.14,26.732,0.067,1.01,16.3,-0.017,0.352,0.026,0,23.908,23.896,0.028,0.98,38.8,0.015,-0.028,0.022,0
93,2202.74,1432.25,359.4862682,-32.4871564,25.299,25.674,0.038,1.04,28.4,0.023,0.079,0.0,0,24.104,24.095,0.032,1.12,34.1,0.024,0.023,0.0,0
94,1032.85,3997.56,359.4429397,-32.473098,25.125,25.4,0.035,0.86,31.4,0.035,-0.013,0.0,0,24.253,24.245,0.035,1.06,30.8,0.022,0.077,0.001,0
95,2284.41,3956.92,359.4448534,-32.4904157,25.236,25.571,0.037,1.09,29.3,0.023,0.142,0.002,0,24.178,24.169,0.033,1.02,32.5,0.02,-0.038,0.001,0
96,3961.57,1790.38,359.4821433,-32.5118431,25.247,25.591,0.037,0.95,29.2,-0.001,0.005,0.001,0,24.158,24.149,0.033,1.09,32.5,0.042,0.153,0.02,0
97,3799.01,2412.89,359.4717464,-32.5101148,25.191,25.522,0.037,1.16,29.6,-0.027,-0.012,0.001,0,24.142,24.134,0.034,1.2,32.0,0.004,0.128,0.001,0
98,3430.59,3008.63,359.4615844,-32.505509,25.204,25.531,0.037,0.87,29.4,0.034,0.012,0.001,0,24.17,24.162,0.034,0.88,32.2,0.006,0.042,0.0,0
99,1418.82,3197.11,359.4564788,-32.4777764,25.224,25.559,0.038,1.13,28.4,0.083,0.382,0.096,0,24.165,24.156,0.034,1.07,31.5,0.052,0.282,0.055,0
100,3949.43,3096.81,359.4606527,-32.5127765,25.313,25.692,0.04,0.98,27.1,0.025,0.266,0.0,0,24.103,24.094,0.033,1.0,33.1,0.016,-0.079,0.003,0
101,2348.39,1939.06,359.4780841,-32.4896037,25.534,25.992,0.045,0.91,24.0,0.012,0.092,0.011,0,24.02,24.01,0.031,1.12,35.5,0.044,0.09,0.006,0
102,3721.07,3706.5,359.4504012,-32.5101234,25.181,25.482,0.036,1.01,30.2,0.006,0.087,0.001,0,24.232,24.223,0.035,1.1,30.9,0.019,0.128,0.002,0
103,3882.58,2728.27,359.4666449,-32.5115393,25.229,25.568,0.037,0.99,29.1,-0.002,-0.001,0.004,0,24.156,24.147,0.034,1.12,32.1,0.011,0.039,0.002,0
104,3223.58,2388.48,359.4715722,-32.5021165,25.213,25.545,0.037,1.01,29.1,0.024,0.156,0.001,0,24.161,24.152,0.034,1.13,32.2,-0.015,-0.029,0.0,0
105,447.52,1716.95,359.4798319,-32.4630627,25.237,25.565,0.038,1.03,28.8,0.017,0.043,0.004,0,24.199,24.19,0.035,1.05,31.4,0.044,0.159,0.009,0
106,3584.93,1899.52,359.4799719,-32.5067136,25.398,25.802,0.041,1.19,26.2,0.013,-0.049,0.002,0,24.095,24.086,0.032,0.87,33.4,-0.005,0.12,0.0,0
107,3722.7,4166.0,359.4428484,-32.510532,25.239,25.557,0.037,0.87,29.1,0.022,0.1,0.0,0,24.231,24.223,0.034,1.03,31.7,-0.016,0.161,0.0,0
108,839.5,1177.56,359.4890877,-32.4680413,25.367,25.749,0.04,1.04,27.3,-0.007,0.202,0.019,0,24.146,24.136,0.033,1.11,33.1,0.022,-0.019,0.012,0
109,3921.17,3513.78,359.4537692,-32.5127356,25.28,25.624,0.039,1.08,28.0,0.022,0.297,0.001,0,24.19,24.181,0.035,0.98,31.2,0.018,-0.025,0.002,0
110,3361.83,428.7,359.5039269,-32.5023764,25.413,25.802,0.041,0.98,26.7,0.032,0.081,0.0,0,24.17,24.161,0.033,1.04,33.2,0.053,0.058,0.001,0
111,1652.81,2229.79,359.47261,-32.4802056,25.258,25.606,0.039,1.11,27.9,-0.016,0.197,0.01,0,24.157,24.149,0.035,1.09,31.3,0.04,0.042,0.014,0
112,3663.78,1407.77,359.488135,-32.5073913,25.274,25.596,0.046,1.12,23.8,0.044,0.161,0.001,2,24.257,24.248,0.038,1.0,28.5,0.003,-0.031,0.003,0
113,3873.92,3166.95,359.4594241,-32.5117887,25.296,25.647,0.039,0.9,27.6,-0.012,0.066,0.005,0,24.182,24.173,0.034,1.01,31.9,-0.008,0.038,0.008,0
114,3461.28,767.23,359.4984618,-32.5040419,25.317,25.666,0.04,1.13,27.4,0.019,0.043,0.001,0,24.21,24.201,0.04,0.9,27.3,-0.016,-0.018,0.0,2
115,2891.84,1592.46,359.4843253,-32.4968453,25.331,25.688,0.039,1.09,27.7,-0.012,0.076,0.002,0,24.2,24.191,0.034,0.97,32.1,0.005,0.098,0.0,0
116,1218.11,2012.16,359.4757518,-32.4739953,25.292,25.632,0.039,0.97,27.8,0.006,0.024,0.001,0,24.219,24.21,0.035,1.12,30.9,-0.009,0.089,0.001,0
117,3165.26,3020.59,359.4611229,-32.5018406,25.488,25.918,0.045,1.0,24.3,0.017,0.238,0.003,0,24.087,24.077,0.032,1.06,34.1,-0.007,0.019,0.002,0
118,2985.15,2642.38,359.4671602,-32.4990249,25.421,25.827,0.043,0.91,25.3,0.014,0.122,0.007,0,24.114,24.105,0.032,1.08,33.4,-0.022,0.099,0.004,0
119,4163.42,3756.39,359.4500219,-32.5162981,25.2,25.477,0.036,0.98,29.8,-0.005,0.101,0.006,0,24.324,24.315,0.038,0.92,28.6,0.014,0.118,0.071,0
120,3843.69,4193.42,359.4425181,-32.5122324,25.283,25.604,0.038,0.94,28.4,0.022,0.087,0.002,0,24.269,24.261,0.035,0.96,30.7,0.021,0.037,0.003,0
121,3189.07,2992.05,359.4616158,-32.5021466,25.442,25.847,0.043,0.95,25.3,0.005,0.221,0.004,0,24.137,24.128,0.033,0.97,32.8,0.0,0.041,0.001,0
122,4027.82,975.42,359.495608,-32.5120725,25.859,26.379,0.056,1.12,19.3,0.012,0.223,0.012,0,24.053,24.042,0.031,1.04,35.2,0.045,-0.078,0.002,0
123,3533.72,3616.54,359.4516934,-32.5074503,25.536,25.972,0.045,1.09,24.0,0.04,0.295,0.048,0,24.111,24.101,0.032,0.96,33.6,0.0,0.131,0.03,0
124,4081.49,1518.6,359.4867317,-32.513276,25.27,25.581,0.038,0.88,28.8,-0.019,-0.079,0.011,0,24.291,24.282,0.036,0.99,30.0,0.02,0.242,0.007,0
125,4075.38,1430.19,359.4881791,-32.5131166,25.435,25.825,0.042,1.07,25.7,0.018,0.207,0.002,0,24.188,24.179,0.034,1.04,32.1,0.008,0.061,0.003,0
126,806.13,2965.0,359.4596821,-32.4690867,25.371,25.742,0.045,1.02,24.1,0.004,0.103,0.001,0,24.191,24.182,0.037,1.11,29.4,-0.007,-0.057,0.0,0
127,2265.97,1336.64,359.487903,-32.4879521,25.282,25.594,0.038,0.98,28.9,-0.011,0.258,0.0,0,24.295,24.287,0.036,1.19,30.2,0.022,0.016,0.0,0
128,2877.83,3396.23,359.4546611,-32.4981717,25.316,25.656,0.039,1.09,27.6,0.022,0.092,0.001,0,24.24,24.231,0.035,0.98,31.0,-0.011,-0.009,0.0,0
129,3796.86,875.97,359.4970111,-32.5087864,25.364,25.71,0.04,0.98,27.4,0.004,0.053,0.003,0,24.268,24.259,0.035,1.08,30.7,0.051,0.093,0.001,0
130,1962.18,1546.02,359.4841574,-32.4839174,25.33,25.669,0.039,1.1,27.6,-0.032,0.034,0.0,0,24.257,24.248,0.036,1.06,30.5,0.033,0.103,0.002,0
131,1890.2,3430.63,359.4531109,-32.4845081,25.376,25.743,0.041,1.08,26.7,0.013,0.211,0.0,0,24.208,24.199,0.035,1.09,31.4,0.023,0.072,0.0,0
132,3369.06,3005.88,359.4615681,-32.5046537,25.325,25.673,0.039,0.97,27.5,-0.013,0.234,0.001,0,24.22,24.211,0.035,0.87,31.0,-0.002,-0.106,0.0,0
133,2850.6,2750.89,359.4652421,-32.497251,25.306,25.644,0.04,1.06,27.3,0.002,-0.018,0.0,0,24.238,24.229,0.035,0.97,30.7,0.021,0.147,0.0,0
134,4107.83,2916.67,359.4637725,-32.5148209,25.312,25.651,0.04,1.02,26.9,0.009,0.046,0.001,0,24.24,24.232,0.036,0.98,30.6,-0.007,0.09,0.0,0
135,3908.44,1850.11,359.4811081,-32.511157,25.321,25.647,0.04,1.07,27.2,0.022,0.241,0.073,0,24.292,24.284,0.037,1.1,29.3,0.034,0.211,0.061,0
136,3488.59,4101.51,359.4436756,-32.5072321,25.268,25.562,0.038,0.98,28.8,0.022,0.205,0.017,0,24.339,24.33,0.038,0.94,28.9,0.031,0.066,0.072,0
137,1134.81,1811.98,359.4789581,-32.4726715,25.293,25.609,0.039,0.91,28.0,-0.013,0.256,0.012,0,24.293,24.284,0.037,1.15,29.5,0.032,0.056,0.011,0
138,3952.03,4096.1,359.444226,-32.5136528,25.698,26.172,0.051,1.03,21.3,0.019,0.141,0.015,0,24.112,24.102,0.032,1.03,33.8,0.012,0.052,0.002,0
139,3273.91,3200.0,359.458282,-32.5034979,25.468,25.869,0.046,1.02,23.6,-0.019,0.133,0.001,0,24.178,24.168,0.034,0.96,31.7,-0.025,0.014,0.0,0
140,1809.53,2338.96,359.4709725,-32.4824704,25.363,25.725,0.043,1.08,25.2,-0.036,0.244,0.001,2,24.213,24.204,0.036,0.95,30.2,-0.012,0.003,0.0,0
141,3236.6,3419.21,359.4546412,-32.5031651,25.27,25.571,0.038,1.04,28.7,0.004,0.134,0.001,0,24.318,24.31,0.037,1.1,29.3,0.051,0.035,0.0,0
142,2923.0,2678.63,359.4665022,-32.4981938,25.311,25.646,0.04,0.98,27.1,0.044,0.365,0.043,0,24.253,24.244,0.036,0.92,30.0,0.048,0.058,0.028,0
143,2222.2,3975.44,359.4444871,-32.4895688,25.247,25.52,0.037,0.88,29.1,-0.009,0.107,0.001,0,24.379,24.371,0.038,1.01,28.5,-0.007,-0.059,0.008,0
144,1214.12,3032.93,359.4589728,-32.4748003,25.387,25.751,0.042,1.0,26.0,-0.047,0.157,0.006,0,24.231,24.222,0.036,1.14,30.2,0.016,0.089,0.0,0
145,3495.8,3738.84,359.449645,-32.5070274,25.306,25.614,0.039,1.01,27.9,0.033,0.131,0.0,0,24.332,24.324,0.037,1.04,29.2,0.048,0.258,0.0,0
146,2911.41,3376.07,359.455026,-32.4986203,25.4,25.762,0.041,0.91,26.2,0.016,0.305,0.001,0,24.249,24.24,0.035,1.0,30.9,-0.01,-0.043,0.007,0
