,X,Y,RA,DEC,MAG1_ACS,MAG1_JC,MAG1_ERR,CHI1,SNR1,SHARP1,ROUND1,CROWD1,FLAG1,MAG2_ACS,MAG2_JC,MAG2_ERR,CHI2,SNR2,SHARP2,ROUND2,CROWD2,FLAG2
0,2867.38,450.37,0.7673668,16.0853521,24.184,24.659,0.008,1.22,133.4,0.0,0.033,0.0,2,22.594,22.584,0.005,1.18,222.6,0.017,0.007,0.0,0
1,2297.65,1467.04,0.7531922,16.0766048,24.167,24.58,0.008,1.24,142.0,0.007,0.039,0.001,2,22.832,22.823,0.006,1.34,188.9,0.027,0.049,0.0,2
2,130.71,165.64,0.7343766,16.1067006,25.115,25.736,0.015,1.17,74.2,0.011,0.097,0.0,0,22.656,22.644,0.007,1.54,150.7,-0.026,0.029,0.0,2
3,2446.09,3326.05,0.7424632,16.0528423,24.298,24.69,0.023,1.08,47.2,0.006,-0.027,0.0,2,23.039,23.03,0.006,1.15,171.2,0.006,0.024,0.0,0
4,2156.66,926.48,0.7550641,16.0841526,24.006,24.164,0.007,1.27,155.6,0.004,0.025,0.0,2,23.453,23.445,0.008,1.19,132.9,0.015,0.033,0.0,2
5,3860.75,737.21,0.7780936,16.0753521,25.834,26.447,0.021,1.07,51.1,0.001,0.108,0.001,0,23.446,23.434,0.008,1.1,137.6,0.016,0.008,0.001,0
6,601.91,446.68,0.7384818,16.1001803,25.899,26.324,0.022,1.02,50.3,0.006,0.206,0.002,0,24.514,24.504,0.015,1.17,70.3,0.004,0.083,0.004,2
7,2935.79,2111.59,0.7569576,16.0645377,25.909,26.228,0.023,1.02,48.1,-0.004,0.143,0.0,0,24.904,24.896,0.02,1.02,55.3,-0.01,-0.021,0.003,0
8,3504.21,2094.4,0.7643268,16.0610391,28.077,28.754,0.132,1.01,8.2,0.025,0.218,0.108,0,24.963,24.949,0.021,1.01,51.2,0.013,0.137,0.034,0
9,381.95,2544.84,0.7214285,16.075888,26.106,26.435,0.026,1.07,42.1,0.016,-0.007,0.002,0,25.066,25.057,0.022,1.23,48.3,0.001,0.103,0.003,0
10,3520.92,3200.81,0.7570268,16.0473645,26.302,26.711,0.029,1.02,36.8,0.034,0.063,0.001,0,24.983,24.974,0.022,1.02,49.9,0.015,0.065,0.001,2
11,2168.66,1861.7,0.7488662,16.0726074,26.603,27.008,0.039,1.09,28.0,-0.009,0.212,0.0,0,25.299,25.289,0.026,1.04,41.2,0.013,0.092,0.0,0
